num_lstm_layers,units_lstm_0,dropout_lstm_0,num_dense_layers,learning_rate,units_lstm_1,dropout_lstm_1,units_lstm_2,dropout_lstm_2,units_dense_0,dropout_dense_0,units_dense_1,dropout_dense_1
2,96,0.2,2,0.001,128,0.2,96,0.1,64,0.2,16,0.1
