Data,TaxaCambio,Selic,PIB,IPCA,"('PETR4.SA_Close', 'PETR4.SA')",Close_Feature,Close_Target
2020-01-01,4.0207,0.017089,7609597000575.82,0.21,9.818025588989258,9.818025588989258,9.818025588989258
2020-01-02,4.0207,0.017089,7609597000575.82,0.2112903225806451,9.818025588989258,9.818025588989258,9.738075256347656
2020-01-03,4.0516,0.017089,7609597000575.82,0.2125806451612903,9.738075256347656,9.738075256347656,9.738075256347656
2020-01-04,4.052666666666666,0.017089,7609597000575.82,0.2138709677419354,9.738075256347656,9.738075256347656,9.738075256347656
2020-01-05,4.053733333333334,0.017089,7609597000575.82,0.2151612903225806,9.738075256347656,9.738075256347656,9.853201866149902
2020-01-06,4.0548,0.017089,7609597000575.82,0.2164516129032258,9.853201866149902,9.853201866149902,9.814826965332031
2020-01-07,4.0835,0.017089,7609597000575.82,0.2177419354838709,9.814826965332031,9.814826965332031,9.754064559936523
2020-01-08,4.0666,0.017089,7609597000575.82,0.2190322580645161,9.754064559936523,9.754064559936523,9.72208309173584
2020-01-09,4.0738,0.017089,7609597000575.82,0.2203225806451612,9.72208309173584,9.72208309173584,9.680508613586426
2020-01-10,4.0739,0.017089,7609597000575.82,0.2216129032258064,9.680508613586426,9.680508613586426,9.680508613586426
2020-01-11,4.0927,0.017089,7609597000575.82,0.2229032258064516,9.680508613586426,9.680508613586426,9.680508613586426
2020-01-12,4.1115,0.017089,7609597000575.82,0.2241935483870967,9.680508613586426,9.680508613586426,9.699697494506836
2020-01-13,4.1303,0.017089,7609597000575.82,0.2254838709677419,9.699697494506836,9.699697494506836,9.594161033630373
2020-01-14,4.1437,0.017089,7609597000575.82,0.2267741935483871,9.594161033630373,9.594161033630373,9.450249671936035
2020-01-15,4.1616,0.017089,7609597000575.82,0.2280645161290322,9.450249671936035,9.450249671936035,9.440655708312988
2020-01-16,4.172,0.017089,7609597000575.82,0.2293548387096774,9.440655708312988,9.440655708312988,9.546191215515137
2020-01-17,4.1831,0.017089,7609597000575.82,0.2306451612903226,9.546191215515137,9.546191215515137,9.546191215515137
2020-01-18,4.182833333333333,0.017089,7609597000575.82,0.2319354838709677,9.546191215515137,9.546191215515137,9.546191215515137
2020-01-19,4.182566666666666,0.017089,7609597000575.82,0.2332258064516129,9.546191215515137,9.546191215515137,9.594161033630373
2020-01-20,4.1823,0.017089,7609597000575.82,0.234516129032258,9.594161033630373,9.594161033630373,9.47263526916504
2020-01-21,4.2008,0.017089,7609597000575.82,0.2358064516129032,9.47263526916504,9.47263526916504,9.367098808288574
2020-01-22,4.1883,0.017089,7609597000575.82,0.2370967741935483,9.367098808288574,9.367098808288574,9.482230186462402
