Ticker,Janela,MAE,MSE,RMSE,R2,Var_Real,Var_Pred,Prop_Var,Travado
JBSS3.SA,3,14.419384324089599,208.88323193793013,14.452793222693327,-44.00366758447974,0.12384342973641514,0.03895824,0.3145765615772638,Não
