num_lstm_layers,units_lstm_0,dropout_lstm_0,num_dense_layers,learning_rate,units_lstm_1,dropout_lstm_1,units_dense_0,dropout_dense_0
1,150,0.2,1,0.001,100,0.2,64,0.1
