Ticker,Janela,Num Features,CV Avg MAE,CV Avg RMSE,CV Avg R2,Teste MAE,Teste RMSE,Teste R2
SOJA3.SA,2,5,0.3681377599527551,0.4509360733015333,0.06724690033641782,0.47060440788584307,0.5605784784239859,0.8642419471931376
