,Preço,Close_Feature,Close_Target,ROA,ROE,Margem Líquida,P/L,VP,Preço_anterior,TaxaCambio,Selic,PIB,IPCA,Original_Close
2020-01-02,11.356285095214844,11.356285095214844,11.356285095214844,0.0374786157611719,1.1037104695070408,0.0539947804229273,8.680006107508115,2143463404.0,11.356285095214844,4.0207,0.017089,7609597000575.82,0.2112903225806451,9.08389949798584
2020-01-03,11.170296669006348,11.356285095214844,11.170296669006348,0.0374786157611719,1.1037104695070408,0.0539947804229273,8.680006107508115,2143463404.0,11.356285095214844,4.0516,0.017089,7609597000575.82,0.2125806451612903,9.094205856323242
2020-01-04,11.170296669006348,11.170296669006348,11.170296669006348,0.0374786157611719,1.1037104695070408,0.0539947804229273,8.680006107508115,2143463404.0,11.170296669006348,4.052666666666666,0.017089,7609597000575.82,0.2138709677419354,9.051268259684244
2020-01-05,11.170296669006348,11.170296669006348,11.170296669006348,0.0374786157611719,1.1037104695070408,0.0539947804229273,8.680006107508115,2143463404.0,11.170296669006348,4.053733333333334,0.017089,7609597000575.82,0.2151612903225806,9.008330663045248
2020-01-06,11.1429443359375,11.170296669006348,11.1429443359375,0.0374786157611719,1.1037104695070408,0.0539947804229273,8.680006107508115,2143463404.0,11.170296669006348,4.0548,0.017089,7609597000575.82,0.2164516129032258,8.96539306640625
2020-01-07,11.317994117736816,11.1429443359375,11.317994117736816,0.0374786157611719,1.1037104695070408,0.0539947804229273,8.680006107508115,2143463404.0,11.1429443359375,4.0835,0.017089,7609597000575.82,0.2177419354838709,9.068443298339844
2020-01-08,11.361754417419434,11.317994117736816,11.361754417419434,0.0374786157611719,1.1037104695070408,0.0539947804229273,8.680006107508115,2143463404.0,11.317994117736816,4.0666,0.017089,7609597000575.82,0.2190322580645161,9.11481761932373
2020-01-09,11.30158233642578,11.361754417419434,11.30158233642578,0.0374786157611719,1.1037104695070408,0.0539947804229273,8.680006107508115,2143463404.0,11.361754417419434,4.0738,0.017089,7609597000575.82,0.2203225806451612,9.047833442687988
2020-01-10,11.45474910736084,11.30158233642578,11.45474910736084,0.0374786157611719,1.1037104695070408,0.0539947804229273,8.680006107508115,2143463404.0,11.30158233642578,4.0739,0.017089,7609597000575.82,0.2216129032258064,9.150883674621582
2020-01-11,11.45474910736084,11.45474910736084,11.45474910736084,0.0374786157611719,1.1037104695070408,0.0539947804229273,8.680006107508115,2143463404.0,11.45474910736084,4.0927,0.017089,7609597000575.82,0.2229032258064516,9.295154253641764
