,Preço,ROA,ROE,Margem Líquida,P/L,VP,Preço_anterior,TaxaCambio,Selic,PIB,IPCA,"('PETR4.SA_Close', 'PETR4.SA')",Preço_feature
2020-01-28,9.217838287353516,0.0060049471080469,0.0874718181029145,0.0212544008345286,76.66772191144138,13044201261.0,8.971386909484863,4.2058,0.017089,7609597000575.82,0.2448387096774193,9.210394859313965,8.971386909484863
2020-01-29,9.23383903503418,0.0060049471080469,0.0874718181029145,0.0212544008345286,76.66772191144138,13044201261.0,9.217838287353516,4.2007,0.017089,7609597000575.82,0.2461290322580645,9.226386070251465,9.217838287353516
2020-01-30,9.262645721435549,0.0060049471080469,0.0874718181029145,0.0212544008345286,76.66772191144138,13044201261.0,9.23383903503418,4.2517,0.017089,7609597000575.82,0.2474193548387097,9.255168914794922,9.23383903503418
2020-01-31,9.10581398010254,0.0060049471080469,0.0874718181029145,0.0212544008345286,76.66772191144138,13044201261.0,9.262645721435549,4.2689,0.017089,7609597000575.82,0.2487096774193548,9.098461151123049,9.262645721435549
2020-02-01,9.10581398010254,0.0060049471080469,0.0874718181029145,0.0212544008345286,76.66772191144138,13044201261.0,9.10581398010254,4.261566666666667,0.017089,7609597000575.82,0.25,,9.10581398010254
2020-02-02,9.10581398010254,0.0060049471080469,0.0874718181029145,0.0212544008345286,76.66772191144138,13044201261.0,9.10581398010254,4.2542333333333335,0.017089,7609597000575.82,0.2437931034482758,,9.10581398010254
2020-02-03,9.01939582824707,0.0060049471080469,0.0874718181029145,0.0212544008345286,76.66772191144138,13044201261.0,9.10581398010254,4.2469,0.017089,7609597000575.82,0.2375862068965517,9.01211643218994,9.10581398010254
2020-02-04,9.163424491882324,0.0060049471080469,0.0874718181029145,0.0212544008345286,76.66772191144138,13044201261.0,9.01939582824707,4.2375,0.017089,7609597000575.82,0.2313793103448276,9.156027793884276,9.01939582824707
2020-02-05,9.086609840393066,0.0060049471080469,0.0874718181029145,0.0212544008345286,76.66772191144138,13044201261.0,9.163424491882324,4.2443,0.017089,7609597000575.82,0.2251724137931034,9.079273223876951,9.163424491882324
2020-02-06,9.339460372924805,0.0060049471080469,0.0874718181029145,0.0212544008345286,76.66772191144138,13044201261.0,9.086609840393066,4.2471,0.016137,7609597000575.82,0.2189655172413793,9.331920623779297,9.086609840393066
2020-02-07,9.259443283081056,0.0060049471080469,0.0874718181029145,0.0212544008345286,76.66772191144138,13044201261.0,9.339460372924805,4.307,0.016137,7609597000575.82,0.2127586206896551,9.251968383789062,9.339460372924805
2020-02-08,9.259443283081056,0.0060049471080469,0.0874718181029145,0.0212544008345286,76.66772191144138,13044201261.0,9.259443283081056,4.310966666666667,0.016137,7609597000575.82,0.206551724137931,,9.259443283081056
2020-02-09,9.259443283081056,0.0060049471080469,0.0874718181029145,0.0212544008345286,76.66772191144138,13044201261.0,9.259443283081056,4.314933333333333,0.016137,7609597000575.82,0.2003448275862069,,9.259443283081056
2020-02-10,9.323458671569824,0.0060049471080469,0.0874718181029145,0.0212544008345286,76.66772191144138,13044201261.0,9.259443283081056,4.3189,0.016137,7609597000575.82,0.1941379310344827,9.315930366516112,9.259443283081056
2020-02-11,9.435480117797852,0.0060049471080469,0.0874718181029145,0.0212544008345286,76.66772191144138,13044201261.0,9.323458671569824,4.3142,0.016137,7609597000575.82,0.1879310344827586,9.427861213684082,9.323458671569824
2020-02-12,9.64352035522461,0.0060049471080469,0.0874718181029145,0.0212544008345286,76.66772191144138,13044201261.0,9.435480117797852,4.336,0.016137,7609597000575.82,0.1817241379310344,9.635735511779783,9.435480117797852
2020-02-13,9.512296676635742,0.0060049471080469,0.0874718181029145,0.0212544008345286,76.66772191144138,13044201261.0,9.64352035522461,4.3383,0.016137,7609597000575.82,0.1755172413793103,9.504616737365724,9.64352035522461
2020-02-14,9.416276931762695,0.0060049471080469,0.0874718181029145,0.0212544008345286,76.66772191144138,13044201261.0,9.512296676635742,4.3157,0.016137,7609597000575.82,0.1693103448275862,9.40867519378662,9.512296676635742
2020-02-15,9.416276931762695,0.0060049471080469,0.0874718181029145,0.0212544008345286,76.66772191144138,13044201261.0,9.416276931762695,4.3155,0.016137,7609597000575.82,0.163103448275862,,9.416276931762695
2020-02-16,9.416276931762695,0.0060049471080469,0.0874718181029145,0.0212544008345286,76.66772191144138,13044201261.0,9.416276931762695,4.3153,0.016137,7609597000575.82,0.1568965517241379,,9.416276931762695
2020-02-17,9.397072792053224,0.0060049471080469,0.0874718181029145,0.0212544008345286,76.66772191144138,13044201261.0,9.416276931762695,4.3151,0.016137,7609597000575.82,0.1506896551724137,9.389487266540527,9.416276931762695
2020-02-18,9.521896362304688,0.0060049471080469,0.0874718181029145,0.0212544008345286,76.66772191144138,13044201261.0,9.397072792053224,4.3465,0.016137,7609597000575.82,0.1444827586206896,9.514209747314451,9.397072792053224
2020-02-19,9.777948379516602,0.0060049471080469,0.0874718181029145,0.0212544008345286,76.66772191144138,13044201261.0,9.521896362304688,4.3722,0.016137,7609597000575.82,0.1382758620689655,9.77005386352539,9.521896362304688
2020-02-20,9.576305389404297,0.0060049471080469,0.0874718181029145,0.0212544008345286,76.66772191144138,13044201261.0,9.777948379516602,4.3867,0.016137,7609597000575.82,0.1320689655172414,9.568575859069824,9.777948379516602
2020-02-21,9.326659202575684,0.0060049471080469,0.0874718181029145,0.0212544008345286,76.66772191144138,13044201261.0,9.576305389404297,4.3918,0.016137,7609597000575.82,0.1258620689655172,9.31912899017334,9.576305389404297
2020-02-22,9.326659202575684,0.0060049471080469,0.0874718181029145,0.0212544008345286,76.66772191144138,13044201261.0,9.326659202575684,4.4005,0.016137,7609597000575.82,0.1196551724137931,,9.326659202575684
2020-02-23,9.326659202575684,0.0060049471080469,0.0874718181029145,0.0212544008345286,76.66772191144138,13044201261.0,9.326659202575684,4.4092,0.016137,7609597000575.82,0.1134482758620689,,9.326659202575684
2020-02-24,9.326659202575684,0.0060049471080469,0.0874718181029145,0.0212544008345286,76.66772191144138,13044201261.0,9.326659202575684,4.4179,0.016137,7609597000575.82,0.1072413793103448,,9.326659202575684
2020-02-25,9.326659202575684,0.0060049471080469,0.0874718181029145,0.0212544008345286,76.66772191144138,13044201261.0,9.326659202575684,4.4266,0.016137,7609597000575.82,0.1010344827586207,,9.326659202575684
2020-02-26,8.388869285583496,0.0060049471080469,0.0874718181029145,0.0212544008345286,76.66772191144138,13044201261.0,9.326659202575684,4.4353,0.016137,7609597000575.82,0.0948275862068965,8.382098197937012,9.326659202575684
2020-02-27,8.097612380981445,0.0060049471080469,0.0874718181029145,0.0212544008345286,76.66772191144138,13044201261.0,8.388869285583496,4.4758,0.016137,7609597000575.82,0.0886206896551724,8.091075897216797,8.388869285583496
2020-02-28,8.110417366027832,0.0060049471080469,0.0874718181029145,0.0212544008345286,76.66772191144138,13044201261.0,8.097612380981445,4.4981,0.016137,7609597000575.82,0.0824137931034482,8.103869438171387,8.097612380981445
2020-02-29,8.110417366027832,0.0060049471080469,0.0874718181029145,0.0212544008345286,76.66772191144138,13044201261.0,8.110417366027832,4.496733333333333,0.016137,7609597000575.82,0.0762068965517241,,8.110417366027832
2020-03-01,8.110417366027832,0.0060049471080469,0.0874718181029145,0.0212544008345286,76.66772191144138,13044201261.0,8.110417366027832,4.4953666666666665,0.016137,7609597000575.82,0.07,,8.110417366027832
2020-03-02,8.491289138793945,0.0060049471080469,0.0874718181029145,0.0212544008345286,76.66772191144138,13044201261.0,8.110417366027832,4.494,0.016137,7609597000575.82,0.0577419354838709,8.48443603515625,8.110417366027832
2020-03-03,8.337662696838379,0.0060049471080469,0.0874718181029145,0.0212544008345286,76.66772191144138,13044201261.0,8.491289138793945,4.4877,0.016137,7609597000575.82,0.0454838709677419,8.330928802490234,8.491289138793945
2020-03-04,8.606514930725098,0.0060049471080469,0.0874718181029145,0.0212544008345286,76.66772191144138,13044201261.0,8.337662696838379,4.5252,0.016137,7609597000575.82,0.0332258064516129,8.599566459655762,8.337662696838379
2020-03-05,8.094411849975586,0.0060049471080469,0.0874718181029145,0.0212544008345286,76.66772191144138,13044201261.0,8.606514930725098,4.6201,0.016137,7609597000575.82,0.0209677419354838,8.08788013458252,8.606514930725098
2020-03-06,7.307055473327637,0.0060049471080469,0.0874718181029145,0.0212544008345286,76.66772191144138,13044201261.0,8.094411849975586,4.6453,0.016137,7609597000575.82,0.0087096774193548,7.301157474517822,8.094411849975586
2020-03-07,7.307055473327637,0.0060049471080469,0.0874718181029145,0.0212544008345286,76.66772191144138,13044201261.0,7.307055473327637,4.675966666666667,0.016137,7609597000575.82,-0.0035483870967741,,7.307055473327637
2020-03-08,7.307055473327637,0.0060049471080469,0.0874718181029145,0.0212544008345286,76.66772191144138,13044201261.0,7.307055473327637,4.706633333333333,0.016137,7609597000575.82,-0.0158064516129032,,7.307055473327637
2020-03-09,5.13702392578125,0.0060049471080469,0.0874718181029145,0.0212544008345286,76.66772191144138,13044201261.0,7.307055473327637,4.7373,0.016137,7609597000575.82,-0.0280645161290322,5.132876396179199,7.307055473327637
2020-03-10,5.62031888961792,0.0060049471080469,0.0874718181029145,0.0212544008345286,76.66772191144138,13044201261.0,5.13702392578125,4.6687,0.016137,7609597000575.82,-0.0403225806451612,5.615782260894775,5.13702392578125
2020-03-11,5.07301139831543,0.0060049471080469,0.0874718181029145,0.0212544008345286,76.66772191144138,13044201261.0,5.62031888961792,4.6732,0.016137,7609597000575.82,-0.0525806451612903,5.068915843963623,5.62031888961792
2020-03-12,4.032804012298584,0.0060049471080469,0.0874718181029145,0.0212544008345286,76.66772191144138,13044201261.0,5.07301139831543,4.8825,0.016137,7609597000575.82,-0.0648387096774193,4.029547691345215,5.07301139831543
2020-03-13,4.928982257843018,0.0060049471080469,0.0874718181029145,0.0212544008345286,76.66772191144138,13044201261.0,4.032804012298584,4.7355,0.016137,7609597000575.82,-0.0770967741935483,4.9250030517578125,4.032804012298584
2020-03-14,4.928982257843018,0.0060049471080469,0.0874718181029145,0.0212544008345286,76.66772191144138,13044201261.0,4.928982257843018,4.8058,0.016137,7609597000575.82,-0.0893548387096774,,4.928982257843018
2020-03-15,4.928982257843018,0.0060049471080469,0.0874718181029145,0.0212544008345286,76.66772191144138,13044201261.0,4.928982257843018,4.8761,0.016137,7609597000575.82,-0.1016129032258064,,4.928982257843018
2020-03-16,4.189635276794434,0.0060049471080469,0.0874718181029145,0.0212544008345286,76.66772191144138,13044201261.0,4.928982257843018,4.9464,0.016137,7609597000575.82,-0.1138709677419354,4.186252593994141,4.928982257843018
2020-03-17,4.160829067230225,0.0060049471080469,0.0874718181029145,0.0212544008345286,76.66772191144138,13044201261.0,4.189635276794434,5.0489,0.016137,7609597000575.82,-0.1261290322580645,4.157469749450684,4.189635276794434
2020-03-18,3.6135199069976807,0.0060049471080469,0.0874718181029145,0.0212544008345286,76.66772191144138,13044201261.0,4.160829067230225,5.1101,0.016137,7609597000575.82,-0.1383870967741935,3.610602855682373,4.160829067230225
2020-03-19,3.9079785346984863,0.0060049471080469,0.0874718181029145,0.0212544008345286,76.66772191144138,13044201261.0,3.6135199069976807,5.1437,0.014227,7609597000575.82,-0.1506451612903225,3.904824495315552,3.6135199069976807
2020-03-20,3.840765237808228,0.0060049471080469,0.0874718181029145,0.0212544008345286,76.66772191144138,13044201261.0,3.9079785346984863,5.0241,0.014227,7609597000575.82,-0.1629032258064516,3.8376641273498535,3.9079785346984863
2020-03-21,3.840765237808228,0.0060049471080469,0.0874718181029145,0.0212544008345286,76.66772191144138,13044201261.0,3.840765237808228,5.042666666666666,0.014227,7609597000575.82,-0.1751612903225806,,3.840765237808228
2020-03-22,3.840765237808228,0.0060049471080469,0.0874718181029145,0.0212544008345286,76.66772191144138,13044201261.0,3.840765237808228,5.061233333333333,0.014227,7609597000575.82,-0.1874193548387097,,3.840765237808228
2020-03-23,3.68073320388794,0.0060049471080469,0.0874718181029145,0.0212544008345286,76.66772191144138,13044201261.0,3.840765237808228,5.0798,0.014227,7609597000575.82,-0.1996774193548387,3.6777617931365967,3.840765237808228
2020-03-24,4.2408447265625,0.0060049471080469,0.0874718181029145,0.0212544008345286,76.66772191144138,13044201261.0,3.68073320388794,5.0707,0.014227,7609597000575.82,-0.2119354838709677,4.237421035766602,3.68073320388794
2020-03-25,4.583313465118408,0.0060049471080469,0.0874718181029145,0.0212544008345286,76.66772191144138,13044201261.0,4.2408447265625,5.07,0.014227,7609597000575.82,-0.2241935483870967,4.579613208770752,4.2408447265625
2020-03-26,4.605717658996582,0.0060049471080469,0.0874718181029145,0.0212544008345286,76.66772191144138,13044201261.0,4.583313465118408,5.0004,0.014227,7609597000575.82,-0.2364516129032258,4.601999759674072,4.583313465118408
2020-03-27,4.256847858428955,0.0060049471080469,0.0874718181029145,0.0212544008345286,76.66772191144138,13044201261.0,4.605717658996582,5.1103,0.014227,7609597000575.82,-0.2487096774193548,4.253411769866943,4.605717658996582
2020-03-28,4.256847858428955,0.0060049471080469,0.0874718181029145,0.0212544008345286,76.66772191144138,13044201261.0,4.256847858428955,5.1264666666666665,0.014227,7609597000575.82,-0.2609677419354839,,4.256847858428955
2020-03-29,4.256847858428955,0.0060049471080469,0.0874718181029145,0.0212544008345286,76.66772191144138,13044201261.0,4.256847858428955,5.142633333333333,0.014227,7609597000575.82,-0.2732258064516129,,4.256847858428955
2020-03-30,4.282453536987305,0.0060049471080469,0.0874718181029145,0.0212544008345286,76.66772191144138,13044201261.0,4.256847858428955,5.1588,0.014227,7609597000575.82,-0.2854838709677419,4.278995513916016,4.256847858428955
2020-03-31,4.477692604064941,0.0060049471080469,0.0874718181029145,0.0212544008345286,76.66772191144138,13044201261.0,4.282453536987305,5.1981,0.014227,7609597000575.82,-0.2977419354838709,4.474076747894287,4.282453536987305
2020-04-01,4.576911926269531,0.0060049471080469,0.0874718181029145,0.0212544008345286,76.66772191144138,13044201261.0,4.477692604064941,5.2399,0.014227,7609597000575.82,-0.31,4.573216438293457,4.477692604064941
2020-04-02,4.964189052581787,0.0060049471080469,0.0874718181029145,0.0212544008345286,76.66772191144138,13044201261.0,4.576911926269531,5.2645,0.014227,7609597000575.82,-0.3123333333333333,4.96018123626709,4.576911926269531
2020-04-03,4.909778594970703,0.0060049471080469,0.0874718181029145,0.0212544008345286,76.66772191144138,13044201261.0,4.964189052581787,5.2991,0.014227,7609597000575.82,-0.3146666666666666,4.905815124511719,4.964189052581787
2020-04-04,4.909778594970703,0.0060049471080469,0.0874718181029145,0.0212544008345286,76.66772191144138,13044201261.0,4.909778594970703,5.2815666666666665,0.014227,7609597000575.82,-0.317,,4.909778594970703
2020-04-05,4.909778594970703,0.0060049471080469,0.0874718181029145,0.0212544008345286,76.66772191144138,13044201261.0,4.909778594970703,5.264033333333334,0.014227,7609597000575.82,-0.3193333333333333,,4.909778594970703
2020-04-06,5.04740571975708,0.0060049471080469,0.0874718181029145,0.0212544008345286,76.66772191144138,13044201261.0,4.909778594970703,5.2465,0.014227,7609597000575.82,-0.3216666666666666,5.043330669403076,4.909778594970703
2020-04-07,5.249045848846436,0.0060049471080469,0.0874718181029145,0.0212544008345286,76.66772191144138,13044201261.0,5.04740571975708,5.2211,0.014227,7609597000575.82,-0.324,5.244807720184326,5.04740571975708
2020-04-08,5.543503284454346,0.0060049471080469,0.0874718181029145,0.0212544008345286,76.66772191144138,13044201261.0,5.249045848846436,5.2117,0.014227,7609597000575.82,-0.3263333333333333,5.539029121398926,5.249045848846436
2020-04-09,5.383472442626953,0.0060049471080469,0.0874718181029145,0.0212544008345286,76.66772191144138,13044201261.0,5.543503284454346,5.0773,0.014227,7609597000575.82,-0.3286666666666666,5.37912654876709,5.543503284454346
2020-04-10,5.383472442626953,0.0060049471080469,0.0874718181029145,0.0212544008345286,76.66772191144138,13044201261.0,5.383472442626953,5.103425,0.014227,7609597000575.82,-0.331,,5.383472442626953
2020-04-11,5.383472442626953,0.0060049471080469,0.0874718181029145,0.0212544008345286,76.66772191144138,13044201261.0,5.383472442626953,5.12955,0.014227,7609597000575.82,-0.3333333333333333,,5.383472442626953
2020-04-12,5.383472442626953,0.0060049471080469,0.0874718181029145,0.0212544008345286,76.66772191144138,13044201261.0,5.383472442626953,5.1556750000000005,0.014227,7609597000575.82,-0.3356666666666666,,5.383472442626953
2020-04-13,5.418680191040039,0.0060049471080469,0.0874718181029145,0.0212544008345286,76.66772191144138,13044201261.0,5.383472442626953,5.1818,0.014227,7609597000575.82,-0.338,5.414305210113525,5.383472442626953
2020-04-14,5.354665279388428,0.0060049471080469,0.0874718181029145,0.0212544008345286,76.66772191144138,13044201261.0,5.418680191040039,5.1852,0.014227,7609597000575.82,-0.3403333333333333,5.350343227386475,5.418680191040039
2020-04-15,5.242643356323242,0.0060049471080469,0.0874718181029145,0.0212544008345286,76.66772191144138,13044201261.0,5.354665279388428,5.2573,0.014227,7609597000575.82,-0.3426666666666667,5.2384114265441895,5.354665279388428
2020-04-16,5.031403064727783,0.0060049471080469,0.0874718181029145,0.0212544008345286,76.66772191144138,13044201261.0,5.242643356323242,5.2371,0.014227,7609597000575.82,-0.345,5.027340412139893,5.242643356323242
2020-04-17,5.162627696990967,0.0060049471080469,0.0874718181029145,0.0212544008345286,76.66772191144138,13044201261.0,5.031403064727783,5.2567,0.014227,7609597000575.82,-0.3473333333333333,5.158460140228272,5.031403064727783
2020-04-18,5.162627696990967,0.0060049471080469,0.0874718181029145,0.0212544008345286,76.66772191144138,13044201261.0,5.162627696990967,5.2655,0.014227,7609597000575.82,-0.3496666666666667,,5.162627696990967
2020-04-19,5.162627696990967,0.0060049471080469,0.0874718181029145,0.0212544008345286,76.66772191144138,13044201261.0,5.162627696990967,5.2743,0.014227,7609597000575.82,-0.352,,5.162627696990967
2020-04-20,5.10501766204834,0.0060049471080469,0.0874718181029145,0.0212544008345286,76.66772191144138,13044201261.0,5.162627696990967,5.2831,0.014227,7609597000575.82,-0.3543333333333333,5.100895404815674,5.162627696990967
2020-04-21,5.10501766204834,0.0060049471080469,0.0874718181029145,0.0212544008345286,76.66772191144138,13044201261.0,5.10501766204834,5.333600000000001,0.014227,7609597000575.82,-0.3566666666666667,,5.10501766204834
2020-04-22,5.361067295074463,0.0060049471080469,0.0874718181029145,0.0212544008345286,76.66772191144138,13044201261.0,5.10501766204834,5.3841,0.014227,7609597000575.82,-0.359,5.356740474700928,5.10501766204834
2020-04-23,5.425081253051758,0.0060049471080469,0.0874718181029145,0.0212544008345286,76.66772191144138,13044201261.0,5.361067295074463,5.4461,0.014227,7609597000575.82,-0.3613333333333333,5.420701503753662,5.361067295074463
2020-04-24,5.10501766204834,0.0060049471080469,0.0874718181029145,0.0212544008345286,76.66772191144138,13044201261.0,5.425081253051758,5.6504,0.014227,7609597000575.82,-0.3636666666666667,5.100895404815674,5.425081253051758
2020-04-25,5.10501766204834,0.0060049471080469,0.0874718181029145,0.0212544008345286,76.66772191144138,13044201261.0,5.10501766204834,5.645333333333333,0.014227,7609597000575.82,-0.366,,5.10501766204834
2020-04-26,5.10501766204834,0.0060049471080469,0.0874718181029145,0.0212544008345286,76.66772191144138,13044201261.0,5.10501766204834,5.640266666666667,0.014227,7609597000575.82,-0.3683333333333333,,5.10501766204834
2020-04-27,5.265048980712891,0.0060049471080469,0.0874718181029145,0.0212544008345286,76.66772191144138,13044201261.0,5.10501766204834,5.6352,0.014227,7609597000575.82,-0.3706666666666667,5.260798454284668,5.10501766204834
2020-04-28,5.521100521087647,0.0060049471080469,0.0874718181029145,0.0212544008345286,76.66772191144138,13044201261.0,5.265048980712891,5.5677,0.014227,7609597000575.82,-0.373,5.516643524169922,5.265048980712891
2020-04-29,5.825160026550293,0.0060049471080469,0.0874718181029145,0.0212544008345286,76.66772191144138,13044201261.0,5.521100521087647,5.4285,0.014227,7609597000575.82,-0.3753333333333333,5.820457935333252,5.521100521087647
2020-04-30,5.7771501541137695,0.0060049471080469,0.0874718181029145,0.0212544008345286,76.66772191144138,13044201261.0,5.825160026550293,5.4264,0.014227,7609597000575.82,-0.3776666666666666,5.772486686706543,5.825160026550293
2020-05-01,5.7771501541137695,0.0060049471080469,0.0874718181029145,0.0212544008345286,76.66772191144138,13044201261.0,5.7771501541137695,5.465075000000001,0.014227,7609597000575.82,-0.38,,5.7771501541137695
2020-05-02,5.7771501541137695,0.0060049471080469,0.0874718181029145,0.0212544008345286,76.66772191144138,13044201261.0,5.7771501541137695,5.50375,0.014227,7609597000575.82,-0.3593548387096774,,5.7771501541137695
2020-05-03,5.7771501541137695,0.0060049471080469,0.0874718181029145,0.0212544008345286,76.66772191144138,13044201261.0,5.7771501541137695,5.542425,0.014227,7609597000575.82,-0.3387096774193548,,5.7771501541137695
2020-05-04,5.562707901000977,0.0060049471080469,0.0874718181029145,0.0212544008345286,76.66772191144138,13044201261.0,5.7771501541137695,5.5811,0.014227,7609597000575.82,-0.3180645161290322,5.55821704864502,5.7771501541137695
2020-05-05,5.741943836212158,0.0060049471080469,0.0874718181029145,0.0212544008345286,76.66772191144138,13044201261.0,5.562707901000977,5.5348,0.014227,7609597000575.82,-0.2974193548387097,5.737308502197266,5.562707901000977
2020-05-06,5.530701637268066,0.0060049471080469,0.0874718181029145,0.0212544008345286,76.66772191144138,13044201261.0,5.741943836212158,5.667,0.014227,7609597000575.82,-0.2767741935483871,5.526236534118652,5.741943836212158
2020-05-07,5.581911563873291,0.0060049471080469,0.0874718181029145,0.0212544008345286,76.66772191144138,13044201261.0,5.530701637268066,5.8359,0.011345,7609597000575.82,-0.2561290322580645,5.577405452728272,5.530701637268066
2020-05-08,5.914776802062988,0.0060049471080469,0.0874718181029145,0.0212544008345286,76.66772191144138,13044201261.0,5.581911563873291,5.7647,0.011345,7609597000575.82,-0.2354838709677419,5.9100022315979,5.581911563873291
2020-05-09,5.914776802062988,0.0060049471080469,0.0874718181029145,0.0212544008345286,76.66772191144138,13044201261.0,5.914776802062988,5.774733333333334,0.011345,7609597000575.82,-0.2148387096774193,,5.914776802062988
