,Preço,ROA,ROE,Margem Líquida,P/L,VP,Preço_anterior,TaxaCambio,Selic,PIB,IPCA,"('VALE3.SA_Close', 'VALE3.SA')",Preço_feature
2020-04-04,24.9808406829834,0.0530503113893508,0.9514785061935292,0.1234290049310911,38.74018915843812,5129910942.0,24.9808406829834,5.2815666666666665,0.014227,7609597000575.82,-0.317,,24.9808406829834
2020-04-05,24.9808406829834,0.0530503113893508,0.9514785061935292,0.1234290049310911,38.74018915843812,5129910942.0,24.9808406829834,5.264033333333334,0.014227,7609597000575.82,-0.3193333333333333,,24.9808406829834
2020-04-06,26.60305404663086,0.0530503113893508,0.9514785061935292,0.1234290049310911,38.74018915843812,5129910942.0,24.9808406829834,5.2465,0.014227,7609597000575.82,-0.3216666666666666,26.603057861328125,24.9808406829834
2020-04-07,27.00397682189941,0.0530503113893508,0.9514785061935292,0.1234290049310911,38.74018915843812,5129910942.0,26.60305404663086,5.2211,0.014227,7609597000575.82,-0.324,27.003978729248047,26.60305404663086
2020-04-08,26.837440490722656,0.0530503113893508,0.9514785061935292,0.1234290049310911,38.74018915843812,5129910942.0,27.00397682189941,5.2117,0.014227,7609597000575.82,-0.3263333333333333,26.83744430541992,27.00397682189941
2020-04-09,26.69556999206543,0.0530503113893508,0.9514785061935292,0.1234290049310911,38.74018915843812,5129910942.0,26.837440490722656,5.0773,0.014227,7609597000575.82,-0.3286666666666666,26.695571899414062,26.837440490722656
2020-04-10,26.69556999206543,0.0530503113893508,0.9514785061935292,0.1234290049310911,38.74018915843812,5129910942.0,26.69556999206543,5.103425,0.014227,7609597000575.82,-0.331,,26.69556999206543
2020-04-11,26.69556999206543,0.0530503113893508,0.9514785061935292,0.1234290049310911,38.74018915843812,5129910942.0,26.69556999206543,5.12955,0.014227,7609597000575.82,-0.3333333333333333,,26.69556999206543
2020-04-12,26.69556999206543,0.0530503113893508,0.9514785061935292,0.1234290049310911,38.74018915843812,5129910942.0,26.69556999206543,5.1556750000000005,0.014227,7609597000575.82,-0.3356666666666666,,26.69556999206543
2020-04-13,27.49125862121582,0.0530503113893508,0.9514785061935292,0.1234290049310911,38.74018915843812,5129910942.0,26.69556999206543,5.1818,0.014227,7609597000575.82,-0.338,27.49125862121582,26.69556999206543
2020-04-14,27.466588973999023,0.0530503113893508,0.9514785061935292,0.1234290049310911,38.74018915843812,5129910942.0,27.49125862121582,5.1852,0.014227,7609597000575.82,-0.3403333333333333,27.46658706665039,27.49125862121582
2020-04-15,26.640056610107425,0.0530503113893508,0.9514785061935292,0.1234290049310911,38.74018915843812,5129910942.0,27.466588973999023,5.2573,0.014227,7609597000575.82,-0.3426666666666667,26.640060424804688,27.466588973999023
2020-04-16,26.374834060668945,0.0530503113893508,0.9514785061935292,0.1234290049310911,38.74018915843812,5129910942.0,26.640056610107425,5.2371,0.014227,7609597000575.82,-0.345,26.374834060668945,26.640056610107425
2020-04-17,27.13968086242676,0.0530503113893508,0.9514785061935292,0.1234290049310911,38.74018915843812,5129910942.0,26.374834060668945,5.2567,0.014227,7609597000575.82,-0.3473333333333333,27.13967704772949,26.374834060668945
2020-04-18,27.13968086242676,0.0530503113893508,0.9514785061935292,0.1234290049310911,38.74018915843812,5129910942.0,27.13968086242676,5.2655,0.014227,7609597000575.82,-0.3496666666666667,,27.13968086242676
2020-04-19,27.13968086242676,0.0530503113893508,0.9514785061935292,0.1234290049310911,38.74018915843812,5129910942.0,27.13968086242676,5.2743,0.014227,7609597000575.82,-0.352,,27.13968086242676
2020-04-20,26.18979263305664,0.0530503113893508,0.9514785061935292,0.1234290049310911,38.74018915843812,5129910942.0,27.13968086242676,5.2831,0.014227,7609597000575.82,-0.3543333333333333,26.18978881835937,27.13968086242676
2020-04-21,26.18979263305664,0.0530503113893508,0.9514785061935292,0.1234290049310911,38.74018915843812,5129910942.0,26.18979263305664,5.333600000000001,0.014227,7609597000575.82,-0.3566666666666667,,26.18979263305664
2020-04-22,26.461191177368164,0.0530503113893508,0.9514785061935292,0.1234290049310911,38.74018915843812,5129910942.0,26.18979263305664,5.3841,0.014227,7609597000575.82,-0.359,26.461185455322266,26.18979263305664
2020-04-23,26.837440490722656,0.0530503113893508,0.9514785061935292,0.1234290049310911,38.74018915843812,5129910942.0,26.461191177368164,5.4461,0.014227,7609597000575.82,-0.3613333333333333,26.83744430541992,26.461191177368164
2020-04-24,26.99164390563965,0.0530503113893508,0.9514785061935292,0.1234290049310911,38.74018915843812,5129910942.0,26.837440490722656,5.6504,0.014227,7609597000575.82,-0.3636666666666667,26.99164390563965,26.837440490722656
2020-04-25,26.99164390563965,0.0530503113893508,0.9514785061935292,0.1234290049310911,38.74018915843812,5129910942.0,26.99164390563965,5.645333333333333,0.014227,7609597000575.82,-0.366,,26.99164390563965
2020-04-26,26.99164390563965,0.0530503113893508,0.9514785061935292,0.1234290049310911,38.74018915843812,5129910942.0,26.99164390563965,5.640266666666667,0.014227,7609597000575.82,-0.3683333333333333,,26.99164390563965
2020-04-27,27.47892951965332,0.0530503113893508,0.9514785061935292,0.1234290049310911,38.74018915843812,5129910942.0,26.99164390563965,5.6352,0.014227,7609597000575.82,-0.3706666666666667,27.478927612304688,26.99164390563965
2020-04-28,27.51593399047852,0.0530503113893508,0.9514785061935292,0.1234290049310911,38.74018915843812,5129910942.0,27.47892951965332,5.5677,0.014227,7609597000575.82,-0.373,27.515932083129883,27.47892951965332
2020-04-29,28.823570251464844,0.0530503113893508,0.9514785061935292,0.1234290049310911,38.74018915843812,5129910942.0,27.51593399047852,5.4285,0.014227,7609597000575.82,-0.3753333333333333,28.823570251464844,27.51593399047852
2020-04-30,27.670137405395508,0.0530503113893508,0.9514785061935292,0.1234290049310911,38.74018915843812,5129910942.0,28.823570251464844,5.4264,0.014227,7609597000575.82,-0.3776666666666666,27.67013359069824,28.823570251464844
2020-05-01,27.670137405395508,0.0530503113893508,0.9514785061935292,0.1234290049310911,38.74018915843812,5129910942.0,27.670137405395508,5.465075000000001,0.014227,7609597000575.82,-0.38,,27.670137405395508
2020-05-02,27.670137405395508,0.0530503113893508,0.9514785061935292,0.1234290049310911,38.74018915843812,5129910942.0,27.670137405395508,5.50375,0.014227,7609597000575.82,-0.3593548387096774,,27.670137405395508
2020-05-03,27.670137405395508,0.0530503113893508,0.9514785061935292,0.1234290049310911,38.74018915843812,5129910942.0,27.670137405395508,5.542425,0.014227,7609597000575.82,-0.3387096774193548,,27.670137405395508
2020-05-04,27.096498489379883,0.0530503113893508,0.9514785061935292,0.1234290049310911,38.74018915843812,5129910942.0,27.670137405395508,5.5811,0.014227,7609597000575.82,-0.3180645161290322,27.09650230407715,27.670137405395508
2020-05-05,26.95463180541992,0.0530503113893508,0.9514785061935292,0.1234290049310911,38.74018915843812,5129910942.0,27.096498489379883,5.5348,0.014227,7609597000575.82,-0.2974193548387097,26.954633712768555,27.096498489379883
2020-05-06,27.343231201171875,0.0530503113893508,0.9514785061935292,0.1234290049310911,38.74018915843812,5129910942.0,26.95463180541992,5.667,0.014227,7609597000575.82,-0.2767741935483871,27.343225479125977,26.95463180541992
2020-05-07,28.404142379760746,0.0530503113893508,0.9514785061935292,0.1234290049310911,38.74018915843812,5129910942.0,27.343231201171875,5.8359,0.011345,7609597000575.82,-0.2561290322580645,28.40413475036621,27.343231201171875
2020-05-08,30.131208419799805,0.0530503113893508,0.9514785061935292,0.1234290049310911,38.74018915843812,5129910942.0,28.404142379760746,5.7647,0.011345,7609597000575.82,-0.2354838709677419,30.13121223449707,28.404142379760746
2020-05-09,30.131208419799805,0.0530503113893508,0.9514785061935292,0.1234290049310911,38.74018915843812,5129910942.0,30.131208419799805,5.774733333333334,0.011345,7609597000575.82,-0.2148387096774193,,30.131208419799805
2020-05-10,30.131208419799805,0.0530503113893508,0.9514785061935292,0.1234290049310911,38.74018915843812,5129910942.0,30.131208419799805,5.784766666666667,0.011345,7609597000575.82,-0.1941935483870968,,30.131208419799805
