,Preço,ROA,ROE,Margem Líquida,P/L,VP,Preço_anterior,TaxaCambio,Selic,PIB,IPCA,"('VALE3.SA_Close', 'VALE3.SA')",Preço_feature
2020-01-02,33.5113410949707,0.0530503113893508,0.9514785061935292,0.1234290049310911,38.74018915843812,5129910942.0,33.5113410949707,4.0207,0.017089,7609597000575.82,0.2112903225806451,33.51133728027344,
2020-01-03,33.264610290527344,0.0530503113893508,0.9514785061935292,0.1234290049310911,38.74018915843812,5129910942.0,33.5113410949707,4.0516,0.017089,7609597000575.82,0.2125806451612903,33.264610290527344,33.5113410949707
2020-01-04,33.264610290527344,0.0530503113893508,0.9514785061935292,0.1234290049310911,38.74018915843812,5129910942.0,33.264610290527344,4.052666666666666,0.017089,7609597000575.82,0.2138709677419354,,33.264610290527344
2020-01-05,33.264610290527344,0.0530503113893508,0.9514785061935292,0.1234290049310911,38.74018915843812,5129910942.0,33.264610290527344,4.053733333333334,0.017089,7609597000575.82,0.2151612903225806,,33.264610290527344
2020-01-06,33.067230224609375,0.0530503113893508,0.9514785061935292,0.1234290049310911,38.74018915843812,5129910942.0,33.264610290527344,4.0548,0.017089,7609597000575.82,0.2164516129032258,33.06722640991211,33.264610290527344
2020-01-07,33.30779266357422,0.0530503113893508,0.9514785061935292,0.1234290049310911,38.74018915843812,5129910942.0,33.067230224609375,4.0835,0.017089,7609597000575.82,0.2177419354838709,33.30779266357422,33.067230224609375
2020-01-08,33.31394577026367,0.0530503113893508,0.9514785061935292,0.1234290049310911,38.74018915843812,5129910942.0,33.30779266357422,4.0666,0.017089,7609597000575.82,0.2190322580645161,33.31394958496094,33.30779266357422
2020-01-09,32.876014709472656,0.0530503113893508,0.9514785061935292,0.1234290049310911,38.74018915843812,5129910942.0,33.31394577026367,4.0738,0.017089,7609597000575.82,0.2203225806451612,32.876014709472656,33.31394577026367
2020-01-10,32.913028717041016,0.0530503113893508,0.9514785061935292,0.1234290049310911,38.74018915843812,5129910942.0,32.876014709472656,4.0739,0.017089,7609597000575.82,0.2216129032258064,32.91302490234375,32.876014709472656
2020-01-11,32.913028717041016,0.0530503113893508,0.9514785061935292,0.1234290049310911,38.74018915843812,5129910942.0,32.913028717041016,4.0927,0.017089,7609597000575.82,0.2229032258064516,,32.913028717041016
2020-01-12,32.913028717041016,0.0530503113893508,0.9514785061935292,0.1234290049310911,38.74018915843812,5129910942.0,32.913028717041016,4.1115,0.017089,7609597000575.82,0.2241935483870967,,32.913028717041016
2020-01-13,34.109642028808594,0.0530503113893508,0.9514785061935292,0.1234290049310911,38.74018915843812,5129910942.0,32.913028717041016,4.1303,0.017089,7609597000575.82,0.2254838709677419,34.109642028808594,32.913028717041016
2020-01-14,34.31935501098633,0.0530503113893508,0.9514785061935292,0.1234290049310911,38.74018915843812,5129910942.0,34.109642028808594,4.1437,0.017089,7609597000575.82,0.2267741935483871,34.31935501098633,34.109642028808594
2020-01-15,34.208335876464844,0.0530503113893508,0.9514785061935292,0.1234290049310911,38.74018915843812,5129910942.0,34.31935501098633,4.1616,0.017089,7609597000575.82,0.2280645161290322,34.20832824707031,34.31935501098633
2020-01-16,34.02945327758789,0.0530503113893508,0.9514785061935292,0.1234290049310911,38.74018915843812,5129910942.0,34.208335876464844,4.172,0.017089,7609597000575.82,0.2293548387096774,34.02945327758789,34.208335876464844
2020-01-17,35.15821838378906,0.0530503113893508,0.9514785061935292,0.1234290049310911,38.74018915843812,5129910942.0,34.02945327758789,4.1831,0.017089,7609597000575.82,0.2306451612903226,35.15822219848633,34.02945327758789
2020-01-18,35.15821838378906,0.0530503113893508,0.9514785061935292,0.1234290049310911,38.74018915843812,5129910942.0,35.15821838378906,4.182833333333333,0.017089,7609597000575.82,0.2319354838709677,,35.15821838378906
2020-01-19,35.15821838378906,0.0530503113893508,0.9514785061935292,0.1234290049310911,38.74018915843812,5129910942.0,35.15821838378906,4.182566666666666,0.017089,7609597000575.82,0.2332258064516129,,35.15821838378906
2020-01-20,35.38026809692383,0.0530503113893508,0.9514785061935292,0.1234290049310911,38.74018915843812,5129910942.0,35.15821838378906,4.1823,0.017089,7609597000575.82,0.234516129032258,35.380271911621094,35.15821838378906
2020-01-21,34.559906005859375,0.0530503113893508,0.9514785061935292,0.1234290049310911,38.74018915843812,5129910942.0,35.38026809692383,4.2008,0.017089,7609597000575.82,0.2358064516129032,34.55991744995117,35.38026809692383
2020-01-22,34.7264518737793,0.0530503113893508,0.9514785061935292,0.1234290049310911,38.74018915843812,5129910942.0,34.559906005859375,4.1883,0.017089,7609597000575.82,0.2370967741935483,34.72644805908203,34.559906005859375
2020-01-23,34.23300552368164,0.0530503113893508,0.9514785061935292,0.1234290049310911,38.74018915843812,5129910942.0,34.7264518737793,4.1656,0.017089,7609597000575.82,0.2383870967741935,34.233001708984375,34.7264518737793
2020-01-24,33.184417724609375,0.0530503113893508,0.9514785061935292,0.1234290049310911,38.74018915843812,5129910942.0,34.23300552368164,4.1763,0.017089,7609597000575.82,0.2396774193548387,33.184425354003906,34.23300552368164
2020-01-25,33.184417724609375,0.0530503113893508,0.9514785061935292,0.1234290049310911,38.74018915843812,5129910942.0,33.184417724609375,4.190533333333334,0.017089,7609597000575.82,0.2409677419354838,,33.184417724609375
2020-01-26,33.184417724609375,0.0530503113893508,0.9514785061935292,0.1234290049310911,38.74018915843812,5129910942.0,33.184417724609375,4.204766666666667,0.017089,7609597000575.82,0.242258064516129,,33.184417724609375
2020-01-27,31.15511512756348,0.0530503113893508,0.9514785061935292,0.1234290049310911,38.74018915843812,5129910942.0,33.184417724609375,4.219,0.017089,7609597000575.82,0.2435483870967741,31.15511512756348,33.184417724609375
2020-01-28,31.58071517944336,0.0530503113893508,0.9514785061935292,0.1234290049310911,38.74018915843812,5129910942.0,31.15511512756348,4.2058,0.017089,7609597000575.82,0.2448387096774193,31.580717086791992,31.15511512756348
2020-01-29,31.303152084350582,0.0530503113893508,0.9514785061935292,0.1234290049310911,38.74018915843812,5129910942.0,31.58071517944336,4.2007,0.017089,7609597000575.82,0.2461290322580645,31.30315017700196,31.58071517944336
2020-01-30,31.765756607055664,0.0530503113893508,0.9514785061935292,0.1234290049310911,38.74018915843812,5129910942.0,31.303152084350582,4.2517,0.017089,7609597000575.82,0.2474193548387097,31.765758514404297,31.303152084350582
2020-01-31,31.0070858001709,0.0530503113893508,0.9514785061935292,0.1234290049310911,38.74018915843812,5129910942.0,31.765756607055664,4.2689,0.017089,7609597000575.82,0.2487096774193548,31.007083892822266,31.765756607055664
2020-02-01,31.0070858001709,0.0530503113893508,0.9514785061935292,0.1234290049310911,38.74018915843812,5129910942.0,31.0070858001709,4.261566666666667,0.017089,7609597000575.82,0.25,,31.0070858001709
2020-02-02,31.0070858001709,0.0530503113893508,0.9514785061935292,0.1234290049310911,38.74018915843812,5129910942.0,31.0070858001709,4.2542333333333335,0.017089,7609597000575.82,0.2437931034482758,,31.0070858001709
2020-02-03,31.401840209960938,0.0530503113893508,0.9514785061935292,0.1234290049310911,38.74018915843812,5129910942.0,31.0070858001709,4.2469,0.017089,7609597000575.82,0.2375862068965517,31.401838302612305,31.0070858001709
2020-02-04,32.24070358276367,0.0530503113893508,0.9514785061935292,0.1234290049310911,38.74018915843812,5129910942.0,31.401840209960938,4.2375,0.017089,7609597000575.82,0.2313793103448276,32.24070739746094,31.401840209960938
2020-02-05,32.684810638427734,0.0530503113893508,0.9514785061935292,0.1234290049310911,38.74018915843812,5129910942.0,32.24070358276367,4.2443,0.017089,7609597000575.82,0.2251724137931034,32.68480682373047,32.24070358276367
2020-02-06,32.863677978515625,0.0530503113893508,0.9514785061935292,0.1234290049310911,38.74018915843812,5129910942.0,32.684810638427734,4.2471,0.016137,7609597000575.82,0.2189655172413793,32.86368179321289,32.684810638427734
2020-02-07,32.13584899902344,0.0530503113893508,0.9514785061935292,0.1234290049310911,38.74018915843812,5129910942.0,32.863677978515625,4.307,0.016137,7609597000575.82,0.2127586206896551,32.13584518432617,32.863677978515625
2020-02-08,32.13584899902344,0.0530503113893508,0.9514785061935292,0.1234290049310911,38.74018915843812,5129910942.0,32.13584899902344,4.310966666666667,0.016137,7609597000575.82,0.206551724137931,,32.13584899902344
2020-02-09,32.13584899902344,0.0530503113893508,0.9514785061935292,0.1234290049310911,38.74018915843812,5129910942.0,32.13584899902344,4.314933333333333,0.016137,7609597000575.82,0.2003448275862069,,32.13584899902344
2020-02-10,30.95773124694824,0.0530503113893508,0.9514785061935292,0.1234290049310911,38.74018915843812,5129910942.0,32.13584899902344,4.3189,0.016137,7609597000575.82,0.1941379310344827,30.957735061645508,32.13584899902344
2020-02-11,32.105003356933594,0.0530503113893508,0.9514785061935292,0.1234290049310911,38.74018915843812,5129910942.0,30.95773124694824,4.3142,0.016137,7609597000575.82,0.1879310344827586,32.10500717163086,30.95773124694824
2020-02-12,32.734153747558594,0.0530503113893508,0.9514785061935292,0.1234290049310911,38.74018915843812,5129910942.0,32.105003356933594,4.336,0.016137,7609597000575.82,0.1817241379310344,32.73415756225586,32.105003356933594
2020-02-13,32.1605224609375,0.0530503113893508,0.9514785061935292,0.1234290049310911,38.74018915843812,5129910942.0,32.734153747558594,4.3383,0.016137,7609597000575.82,0.1755172413793103,32.160518646240234,32.734153747558594
2020-02-14,31.45734977722168,0.0530503113893508,0.9514785061935292,0.1234290049310911,38.74018915843812,5129910942.0,32.1605224609375,4.3157,0.016137,7609597000575.82,0.1693103448275862,31.457351684570312,32.1605224609375
2020-02-15,31.45734977722168,0.0530503113893508,0.9514785061935292,0.1234290049310911,38.74018915843812,5129910942.0,31.45734977722168,4.3155,0.016137,7609597000575.82,0.163103448275862,,31.45734977722168
2020-02-16,31.45734977722168,0.0530503113893508,0.9514785061935292,0.1234290049310911,38.74018915843812,5129910942.0,31.45734977722168,4.3153,0.016137,7609597000575.82,0.1568965517241379,,31.45734977722168
2020-02-17,32.94386672973633,0.0530503113893508,0.9514785061935292,0.1234290049310911,38.74018915843812,5129910942.0,31.45734977722168,4.3151,0.016137,7609597000575.82,0.1506896551724137,32.94386672973633,31.45734977722168
2020-02-18,32.56761932373047,0.0530503113893508,0.9514785061935292,0.1234290049310911,38.74018915843812,5129910942.0,32.94386672973633,4.3465,0.016137,7609597000575.82,0.1444827586206896,32.56761169433594,32.94386672973633
2020-02-19,32.57378387451172,0.0530503113893508,0.9514785061935292,0.1234290049310911,38.74018915843812,5129910942.0,32.56761932373047,4.3722,0.016137,7609597000575.82,0.1382758620689655,32.57377624511719,32.56761932373047
2020-02-20,32.19752502441406,0.0530503113893508,0.9514785061935292,0.1234290049310911,38.74018915843812,5129910942.0,32.57378387451172,4.3867,0.016137,7609597000575.82,0.1320689655172414,32.19752883911133,32.57378387451172
2020-02-21,30.920730590820312,0.0530503113893508,0.9514785061935292,0.1234290049310911,38.74018915843812,5129910942.0,32.19752502441406,4.3918,0.016137,7609597000575.82,0.1258620689655172,30.920726776123047,32.19752502441406
2020-02-22,30.920730590820312,0.0530503113893508,0.9514785061935292,0.1234290049310911,38.74018915843812,5129910942.0,30.920730590820312,4.4005,0.016137,7609597000575.82,0.1196551724137931,,30.920730590820312
2020-02-23,30.920730590820312,0.0530503113893508,0.9514785061935292,0.1234290049310911,38.74018915843812,5129910942.0,30.920730590820312,4.4092,0.016137,7609597000575.82,0.1134482758620689,,30.920730590820312
2020-02-24,30.920730590820312,0.0530503113893508,0.9514785061935292,0.1234290049310911,38.74018915843812,5129910942.0,30.920730590820312,4.4179,0.016137,7609597000575.82,0.1072413793103448,,30.920730590820312
2020-02-25,30.920730590820312,0.0530503113893508,0.9514785061935292,0.1234290049310911,38.74018915843812,5129910942.0,30.920730590820312,4.4266,0.016137,7609597000575.82,0.1010344827586207,,30.920730590820312
2020-02-26,27.972368240356445,0.0530503113893508,0.9514785061935292,0.1234290049310911,38.74018915843812,5129910942.0,30.920730590820312,4.4353,0.016137,7609597000575.82,0.0948275862068965,27.97237014770508,30.920730590820312
2020-02-27,27.42957878112793,0.0530503113893508,0.9514785061935292,0.1234290049310911,38.74018915843812,5129910942.0,27.972368240356445,4.4758,0.016137,7609597000575.82,0.0886206896551724,27.42958068847656,27.972368240356445
2020-02-28,27.33089256286621,0.0530503113893508,0.9514785061935292,0.1234290049310911,38.74018915843812,5129910942.0,27.42957878112793,4.4981,0.016137,7609597000575.82,0.0824137931034482,27.330888748168945,27.42957878112793
2020-02-29,27.33089256286621,0.0530503113893508,0.9514785061935292,0.1234290049310911,38.74018915843812,5129910942.0,27.33089256286621,4.496733333333333,0.016137,7609597000575.82,0.0762068965517241,,27.33089256286621
2020-03-01,27.33089256286621,0.0530503113893508,0.9514785061935292,0.1234290049310911,38.74018915843812,5129910942.0,27.33089256286621,4.4953666666666665,0.016137,7609597000575.82,0.07,,27.33089256286621
2020-03-02,28.59535789489746,0.0530503113893508,0.9514785061935292,0.1234290049310911,38.74018915843812,5129910942.0,27.33089256286621,4.494,0.016137,7609597000575.82,0.0577419354838709,28.595354080200195,27.33089256286621
2020-03-03,28.58917808532715,0.0530503113893508,0.9514785061935292,0.1234290049310911,38.74018915843812,5129910942.0,28.59535789489746,4.4877,0.016137,7609597000575.82,0.0454838709677419,28.58917999267578,28.59535789489746
2020-03-04,29.958505630493164,0.0530503113893508,0.9514785061935292,0.1234290049310911,38.74018915843812,5129910942.0,28.58917808532715,4.5252,0.016137,7609597000575.82,0.0332258064516129,29.958499908447266,28.58917808532715
2020-03-05,28.897592544555664,0.0530503113893508,0.9514785061935292,0.1234290049310911,38.74018915843812,5129910942.0,29.958505630493164,4.6201,0.016137,7609597000575.82,0.0209677419354838,28.8975887298584,29.958505630493164
2020-03-06,27.51593399047852,0.0530503113893508,0.9514785061935292,0.1234290049310911,38.74018915843812,5129910942.0,28.897592544555664,4.6453,0.016137,7609597000575.82,0.0087096774193548,27.515932083129883,28.897592544555664
2020-03-07,27.51593399047852,0.0530503113893508,0.9514785061935292,0.1234290049310911,38.74018915843812,5129910942.0,27.51593399047852,4.675966666666667,0.016137,7609597000575.82,-0.0035483870967741,,27.51593399047852
2020-03-08,27.51593399047852,0.0530503113893508,0.9514785061935292,0.1234290049310911,38.74018915843812,5129910942.0,27.51593399047852,4.706633333333333,0.016137,7609597000575.82,-0.0158064516129032,,27.51593399047852
2020-03-09,23.33395195007324,0.0530503113893508,0.9514785061935292,0.1234290049310911,38.74018915843812,5129910942.0,27.51593399047852,4.7373,0.016137,7609597000575.82,-0.0280645161290322,23.333955764770508,27.51593399047852
2020-03-10,27.639293670654297,0.0530503113893508,0.9514785061935292,0.1234290049310911,38.74018915843812,5129910942.0,23.33395195007324,4.6687,0.016137,7609597000575.82,-0.0403225806451612,27.639293670654297,23.33395195007324
2020-03-11,25.128877639770508,0.0530503113893508,0.9514785061935292,0.1234290049310911,38.74018915843812,5129910942.0,27.639293670654297,4.6732,0.016137,7609597000575.82,-0.0525806451612903,25.12887382507324,27.639293670654297
2020-03-12,21.804262161254883,0.0530503113893508,0.9514785061935292,0.1234290049310911,38.74018915843812,5129910942.0,25.128877639770508,4.8825,0.016137,7609597000575.82,-0.0648387096774193,21.80426025390625,25.128877639770508
2020-03-13,26.461191177368164,0.0530503113893508,0.9514785061935292,0.1234290049310911,38.74018915843812,5129910942.0,21.804262161254883,4.7355,0.016137,7609597000575.82,-0.0770967741935483,26.461185455322266,21.804262161254883
2020-03-14,26.461191177368164,0.0530503113893508,0.9514785061935292,0.1234290049310911,38.74018915843812,5129910942.0,26.461191177368164,4.8058,0.016137,7609597000575.82,-0.0893548387096774,,26.461191177368164
2020-03-15,26.461191177368164,0.0530503113893508,0.9514785061935292,0.1234290049310911,38.74018915843812,5129910942.0,26.461191177368164,4.8761,0.016137,7609597000575.82,-0.1016129032258064,,26.461191177368164
2020-03-16,24.080291748046875,0.0530503113893508,0.9514785061935292,0.1234290049310911,38.74018915843812,5129910942.0,26.461191177368164,4.9464,0.016137,7609597000575.82,-0.1138709677419354,24.08029556274414,26.461191177368164
2020-03-17,25.603816986083984,0.0530503113893508,0.9514785061935292,0.1234290049310911,38.74018915843812,5129910942.0,24.080291748046875,5.0489,0.016137,7609597000575.82,-0.1261290322580645,25.60381507873535,24.080291748046875
2020-03-18,23.839744567871094,0.0530503113893508,0.9514785061935292,0.1234290049310911,38.74018915843812,5129910942.0,25.603816986083984,5.1101,0.016137,7609597000575.82,-0.1383870967741935,23.839738845825195,25.603816986083984
2020-03-19,22.4519157409668,0.0530503113893508,0.9514785061935292,0.1234290049310911,38.74018915843812,5129910942.0,23.839744567871094,5.1437,0.014227,7609597000575.82,-0.1506451612903225,22.451913833618164,23.839744567871094
2020-03-20,21.70557403564453,0.0530503113893508,0.9514785061935292,0.1234290049310911,38.74018915843812,5129910942.0,22.4519157409668,5.0241,0.014227,7609597000575.82,-0.1629032258064516,21.70557403564453,22.4519157409668
2020-03-21,21.70557403564453,0.0530503113893508,0.9514785061935292,0.1234290049310911,38.74018915843812,5129910942.0,21.70557403564453,5.042666666666666,0.014227,7609597000575.82,-0.1751612903225806,,21.70557403564453
2020-03-22,21.70557403564453,0.0530503113893508,0.9514785061935292,0.1234290049310911,38.74018915843812,5129910942.0,21.70557403564453,5.061233333333333,0.014227,7609597000575.82,-0.1874193548387097,,21.70557403564453
2020-03-23,21.033248901367188,0.0530503113893508,0.9514785061935292,0.1234290049310911,38.74018915843812,5129910942.0,21.70557403564453,5.0798,0.014227,7609597000575.82,-0.1996774193548387,21.033248901367188,21.70557403564453
2020-03-24,23.216760635375977,0.0530503113893508,0.9514785061935292,0.1234290049310911,38.74018915843812,5129910942.0,21.033248901367188,5.0707,0.014227,7609597000575.82,-0.2119354838709677,23.216760635375977,21.033248901367188
2020-03-25,25.196720123291016,0.0530503113893508,0.9514785061935292,0.1234290049310911,38.74018915843812,5129910942.0,23.216760635375977,5.07,0.014227,7609597000575.82,-0.2241935483870967,25.19672584533692,23.216760635375977
2020-03-26,25.90605926513672,0.0530503113893508,0.9514785061935292,0.1234290049310911,38.74018915843812,5129910942.0,25.196720123291016,5.0004,0.014227,7609597000575.82,-0.2364516129032258,25.90605354309082,25.196720123291016
2020-03-27,24.734119415283203,0.0530503113893508,0.9514785061935292,0.1234290049310911,38.74018915843812,5129910942.0,25.90605926513672,5.1103,0.014227,7609597000575.82,-0.2487096774193548,24.734113693237305,25.90605926513672
2020-03-28,24.734119415283203,0.0530503113893508,0.9514785061935292,0.1234290049310911,38.74018915843812,5129910942.0,24.734119415283203,5.1264666666666665,0.014227,7609597000575.82,-0.2609677419354839,,24.734119415283203
2020-03-29,24.734119415283203,0.0530503113893508,0.9514785061935292,0.1234290049310911,38.74018915843812,5129910942.0,24.734119415283203,5.142633333333333,0.014227,7609597000575.82,-0.2732258064516129,,24.734119415283203
2020-03-30,25.76419258117676,0.0530503113893508,0.9514785061935292,0.1234290049310911,38.74018915843812,5129910942.0,24.734119415283203,5.1588,0.014227,7609597000575.82,-0.2854838709677419,25.76418876647949,24.734119415283203
2020-03-31,26.658567428588867,0.0530503113893508,0.9514785061935292,0.1234290049310911,38.74018915843812,5129910942.0,25.76419258117676,5.1981,0.014227,7609597000575.82,-0.2977419354838709,26.658565521240234,25.76419258117676
2020-04-01,26.751087188720703,0.0530503113893508,0.9514785061935292,0.1234290049310911,38.74018915843812,5129910942.0,26.658567428588867,5.2399,0.014227,7609597000575.82,-0.31,26.751087188720703,26.658567428588867
2020-04-02,26.38716697692871,0.0530503113893508,0.9514785061935292,0.1234290049310911,38.74018915843812,5129910942.0,26.751087188720703,5.2645,0.014227,7609597000575.82,-0.3123333333333333,26.387170791625977,26.751087188720703
2020-04-03,24.9808406829834,0.0530503113893508,0.9514785061935292,0.1234290049310911,38.74018915843812,5129910942.0,26.38716697692871,5.2991,0.014227,7609597000575.82,-0.3146666666666666,24.98084259033203,26.38716697692871
