,Preço,Close_Feature,Close_Target,ROA,ROE,Margem Líquida,P/L,VP,Preço_anterior,TaxaCambio,Selic,PIB,IPCA,Original_Close
2020-01-02,9.78633975982666,9.78633975982666,9.78633975982666,0.0298403116137343,1.0260968626775606,0.0222091972812526,8.089507165040285,583647628.0,9.78633975982666,4.0207,0.017089,7609597000575.82,0.2112903225806451,9.78633975982666
2020-01-03,10.04326057434082,9.78633975982666,10.04326057434082,0.0298403116137343,1.0260968626775606,0.0222091972812526,8.089507165040285,583647628.0,9.78633975982666,4.0516,0.017089,7609597000575.82,0.2125806451612903,10.043258666992188
2020-01-04,10.04326057434082,10.04326057434082,10.04326057434082,0.0298403116137343,1.0260968626775606,0.0222091972812526,8.089507165040285,583647628.0,10.04326057434082,4.052666666666666,0.017089,7609597000575.82,0.2138709677419354,10.040664354960123
2020-01-05,10.04326057434082,10.04326057434082,10.04326057434082,0.0298403116137343,1.0260968626775606,0.0222091972812526,8.089507165040285,583647628.0,10.04326057434082,4.053733333333334,0.017089,7609597000575.82,0.2151612903225806,10.03807004292806
2020-01-06,10.035476684570312,10.04326057434082,10.035476684570312,0.0298403116137343,1.0260968626775606,0.0222091972812526,8.089507165040285,583647628.0,10.04326057434082,4.0548,0.017089,7609597000575.82,0.2164516129032258,10.035475730895996
2020-01-07,10.494816780090332,10.035476684570312,10.494816780090332,0.0298403116137343,1.0260968626775606,0.0222091972812526,8.089507165040285,583647628.0,10.035476684570312,4.0835,0.017089,7609597000575.82,0.2177419354838709,10.494818687438965
2020-01-08,10.611601829528809,10.494816780090332,10.611601829528809,0.0298403116137343,1.0260968626775606,0.0222091972812526,8.089507165040285,583647628.0,10.494816780090332,4.0666,0.017089,7609597000575.82,0.2190322580645161,10.611599922180176
2020-01-09,10.448104858398438,10.611601829528809,10.448104858398438,0.0298403116137343,1.0260968626775606,0.0222091972812526,8.089507165040285,583647628.0,10.611601829528809,4.0738,0.017089,7609597000575.82,0.2203225806451612,10.448104858398438
2020-01-10,10.401392936706545,10.448104858398438,10.401392936706545,0.0298403116137343,1.0260968626775606,0.0222091972812526,8.089507165040285,583647628.0,10.448104858398438,4.0739,0.017089,7609597000575.82,0.2216129032258064,10.40139102935791
2020-01-11,10.401392936706545,10.401392936706545,10.401392936706545,0.0298403116137343,1.0260968626775606,0.0222091972812526,8.089507165040285,583647628.0,10.401392936706545,4.0927,0.017089,7609597000575.82,0.2229032258064516,10.712810198465982
2020-01-12,10.401392936706545,10.401392936706545,10.401392936706545,0.0298403116137343,1.0260968626775606,0.0222091972812526,8.089507165040285,583647628.0,10.401392936706545,4.1115,0.017089,7609597000575.82,0.2241935483870967,11.024229367574055
2020-01-13,11.335650444030762,10.401392936706545,11.335650444030762,0.0298403116137343,1.0260968626775606,0.0222091972812526,8.089507165040285,583647628.0,10.401392936706545,4.1303,0.017089,7609597000575.82,0.2254838709677419,11.335648536682127
2020-01-14,11.250008583068848,11.335650444030762,11.250008583068848,0.0298403116137343,1.0260968626775606,0.0222091972812526,8.089507165040285,583647628.0,11.335650444030762,4.1437,0.017089,7609597000575.82,0.2267741935483871,11.250008583068848
2020-01-15,11.401546478271484,11.250008583068848,11.401546478271484,0.0298403116137343,1.0260968626775606,0.0222091972812526,8.089507165040285,583647628.0,11.250008583068848,4.1616,0.017089,7609597000575.82,0.2280645161290322,11.401546478271484
2020-01-16,11.868693351745604,11.401546478271484,11.868693351745604,0.0298403116137343,1.0260968626775606,0.0222091972812526,8.089507165040285,583647628.0,11.401546478271484,4.172,0.017089,7609597000575.82,0.2293548387096774,11.868692398071287
2020-01-17,11.757845878601074,11.868693351745604,11.757845878601074,0.0298403116137343,1.0260968626775606,0.0222091972812526,8.089507165040285,583647628.0,11.868693351745604,4.1831,0.017089,7609597000575.82,0.2306451612903226,11.757844924926758
2020-01-18,11.757845878601074,11.757845878601074,11.757845878601074,0.0298403116137343,1.0260968626775606,0.0222091972812526,8.089507165040285,583647628.0,11.757845878601074,4.182833333333333,0.017089,7609597000575.82,0.2319354838709677,11.763123512268066
2020-01-19,11.757845878601074,11.757845878601074,11.757845878601074,0.0298403116137343,1.0260968626775606,0.0222091972812526,8.089507165040285,583647628.0,11.757845878601074,4.182566666666666,0.017089,7609597000575.82,0.2332258064516129,11.768402099609375
2020-01-20,11.773679733276367,11.757845878601074,11.773679733276367,0.0298403116137343,1.0260968626775606,0.0222091972812526,8.089507165040285,583647628.0,11.757845878601074,4.1823,0.017089,7609597000575.82,0.234516129032258,11.773680686950684
2020-01-21,12.05080223083496,11.773679733276367,12.05080223083496,0.0298403116137343,1.0260968626775606,0.0222091972812526,8.089507165040285,583647628.0,11.773679733276367,4.2008,0.017089,7609597000575.82,0.2358064516129032,12.050801277160645
2020-01-22,11.12442684173584,12.05080223083496,11.12442684173584,0.0298403116137343,1.0260968626775606,0.0222091972812526,8.089507165040285,583647628.0,12.05080223083496,4.1883,0.017089,7609597000575.82,0.2370967741935483,11.124425888061523
2020-01-23,11.298616409301758,11.12442684173584,11.298616409301758,0.0298403116137343,1.0260968626775606,0.0222091972812526,8.089507165040285,583647628.0,11.12442684173584,4.1656,0.017089,7609597000575.82,0.2383870967741935,11.298617362976074
2020-01-24,10.372241020202637,11.298616409301758,10.372241020202637,0.0298403116137343,1.0260968626775606,0.0222091972812526,8.089507165040285,583647628.0,11.298616409301758,4.1763,0.017089,7609597000575.82,0.2396774193548387,10.372241020202637
2020-01-25,10.372241020202637,10.372241020202637,10.372241020202637,0.0298403116137343,1.0260968626775606,0.0222091972812526,8.089507165040285,583647628.0,10.372241020202637,4.190533333333334,0.017089,7609597000575.82,0.2409677419354838,10.089841842651367
2020-01-26,10.372241020202637,10.372241020202637,10.372241020202637,0.0298403116137343,1.0260968626775606,0.0222091972812526,8.089507165040285,583647628.0,10.372241020202637,4.204766666666667,0.017089,7609597000575.82,0.242258064516129,9.807442665100098
2020-01-27,9.525042533874512,10.372241020202637,9.525042533874512,0.0298403116137343,1.0260968626775606,0.0222091972812526,8.089507165040285,583647628.0,10.372241020202637,4.219,0.017089,7609597000575.82,0.2435483870967741,9.525043487548828
2020-01-28,9.620055198669434,9.525042533874512,9.620055198669434,0.0298403116137343,1.0260968626775606,0.0222091972812526,8.089507165040285,583647628.0,9.525042533874512,4.2058,0.017089,7609597000575.82,0.2448387096774193,9.620055198669434
2020-01-29,9.445865631103516,9.620055198669434,9.445865631103516,0.0298403116137343,1.0260968626775606,0.0222091972812526,8.089507165040285,583647628.0,9.620055198669434,4.2007,0.017089,7609597000575.82,0.2461290322580645,9.4458646774292
2020-01-30,9.042059898376465,9.445865631103516,9.042059898376465,0.0298403116137343,1.0260968626775606,0.0222091972812526,8.089507165040285,583647628.0,9.445865631103516,4.2517,0.017089,7609597000575.82,0.2474193548387097,9.04206085205078
2020-01-31,9.445865631103516,9.042059898376465,9.445865631103516,0.0298403116137343,1.0260968626775606,0.0222091972812526,8.089507165040285,583647628.0,9.042059898376465,4.2689,0.017089,7609597000575.82,0.2487096774193548,9.4458646774292
2020-02-01,9.445865631103516,9.445865631103516,9.445865631103516,0.0298403116137343,1.0260968626775606,0.0222091972812526,8.089507165040285,583647628.0,9.445865631103516,4.261566666666667,0.017089,7609597000575.82,0.25,9.546156247456869
2020-02-02,9.445865631103516,9.445865631103516,9.445865631103516,0.0298403116137343,1.0260968626775606,0.0222091972812526,8.089507165040285,583647628.0,9.445865631103516,4.2542333333333335,0.017089,7609597000575.82,0.2437931034482758,9.646447817484539
2020-02-03,9.746740341186523,9.445865631103516,9.746740341186523,0.0298403116137343,1.0260968626775606,0.0222091972812526,8.089507165040285,583647628.0,9.445865631103516,4.2469,0.017089,7609597000575.82,0.2375862068965517,9.746739387512209
2020-02-04,9.532959938049316,9.746740341186523,9.532959938049316,0.0298403116137343,1.0260968626775606,0.0222091972812526,8.089507165040285,583647628.0,9.746740341186523,4.2375,0.017089,7609597000575.82,0.2313793103448276,9.532960891723633
2020-02-05,9.580467224121094,9.532959938049316,9.580467224121094,0.0298403116137343,1.0260968626775606,0.0222091972812526,8.089507165040285,583647628.0,9.532959938049316,4.2443,0.017089,7609597000575.82,0.2251724137931034,9.580467224121094
2020-02-06,9.422111511230469,9.580467224121094,9.422111511230469,0.0298403116137343,1.0260968626775606,0.0222091972812526,8.089507165040285,583647628.0,9.580467224121094,4.2471,0.016137,7609597000575.82,0.2189655172413793,9.422110557556152
2020-02-07,8.8441162109375,9.422111511230469,8.8441162109375,0.0298403116137343,1.0260968626775606,0.0222091972812526,8.089507165040285,583647628.0,9.422111511230469,4.307,0.016137,7609597000575.82,0.2127586206896551,8.8441162109375
2020-02-08,8.8441162109375,8.8441162109375,8.8441162109375,0.0298403116137343,1.0260968626775606,0.0222091972812526,8.089507165040285,583647628.0,8.8441162109375,4.310966666666667,0.016137,7609597000575.82,0.206551724137931,8.71479320526123
2020-02-09,8.8441162109375,8.8441162109375,8.8441162109375,0.0298403116137343,1.0260968626775606,0.0222091972812526,8.089507165040285,583647628.0,8.8441162109375,4.314933333333333,0.016137,7609597000575.82,0.2003448275862069,8.585470199584961
2020-02-10,8.456149101257324,8.8441162109375,8.456149101257324,0.0298403116137343,1.0260968626775606,0.0222091972812526,8.089507165040285,583647628.0,8.8441162109375,4.3189,0.016137,7609597000575.82,0.1941379310344827,8.456147193908691
2020-02-11,9.01830768585205,8.456149101257324,9.01830768585205,0.0298403116137343,1.0260968626775606,0.0222091972812526,8.089507165040285,583647628.0,8.456149101257324,4.3142,0.016137,7609597000575.82,0.1879310344827586,9.01830768585205
2020-02-12,9.232086181640623,9.01830768585205,9.232086181640623,0.0298403116137343,1.0260968626775606,0.0222091972812526,8.089507165040285,583647628.0,9.01830768585205,4.336,0.016137,7609597000575.82,0.1817241379310344,9.232086181640623
2020-02-13,9.374606132507324,9.232086181640623,9.374606132507324,0.0298403116137343,1.0260968626775606,0.0222091972812526,8.089507165040285,583647628.0,9.232086181640623,4.3383,0.016137,7609597000575.82,0.1755172413793103,9.374605178833008
2020-02-14,9.335015296936035,9.374606132507324,9.335015296936035,0.0298403116137343,1.0260968626775606,0.0222091972812526,8.089507165040285,583647628.0,9.374606132507324,4.3157,0.016137,7609597000575.82,0.1693103448275862,9.335016250610352
2020-02-15,9.335015296936035,9.335015296936035,9.335015296936035,0.0298403116137343,1.0260968626775606,0.0222091972812526,8.089507165040285,583647628.0,9.335015296936035,4.3155,0.016137,7609597000575.82,0.163103448275862,9.456421852111816
