,Preço,ROA,ROE,Margem Líquida,P/L,VP,Preço_anterior,TaxaCambio,Selic,PIB,IPCA,Original_Close,Preço_feature,Close_Feature,Close_Target
2020-01-02,36.26406097412109,-0.105351170897094,-7.948900431906819,-0.3520922675785253,-4.952868337925541,1349221580.0,36.26406097412109,4.0207,0.017089,7609597000575.82,0.2112903225806451,36.26406097412109,36.26406097412109,36.26406097412109,36.13959503173828
2020-01-03,36.13959503173828,-0.105351170897094,-7.948900431906819,-0.3520922675785253,-4.952868337925541,1349221580.0,36.26406097412109,4.0516,0.017089,7609597000575.82,0.2125806451612903,36.13959503173828,36.26406097412109,36.13959503173828,36.13959503173828
2020-01-04,36.13959503173828,-0.105351170897094,-7.948900431906819,-0.3520922675785253,-4.952868337925541,1349221580.0,36.13959503173828,4.052666666666666,0.017089,7609597000575.82,0.2138709677419354,36.11885070800781,36.13959503173828,36.13959503173828,36.13959503173828
2020-01-05,36.13959503173828,-0.105351170897094,-7.948900431906819,-0.3520922675785253,-4.952868337925541,1349221580.0,36.13959503173828,4.053733333333334,0.017089,7609597000575.82,0.2151612903225806,36.09810638427735,36.13959503173828,36.13959503173828,36.07736206054688
2020-01-06,36.07736206054688,-0.105351170897094,-7.948900431906819,-0.3520922675785253,-4.952868337925541,1349221580.0,36.13959503173828,4.0548,0.017089,7609597000575.82,0.2164516129032258,36.07736206054688,36.13959503173828,36.07736206054688,36.53966522216797
2020-01-07,36.53966522216797,-0.105351170897094,-7.948900431906819,-0.3520922675785253,-4.952868337925541,1349221580.0,36.07736206054688,4.0835,0.017089,7609597000575.82,0.2177419354838709,36.53965377807617,36.07736206054688,36.53966522216797,38.36220550537109
2020-01-08,38.36220550537109,-0.105351170897094,-7.948900431906819,-0.3520922675785253,-4.952868337925541,1349221580.0,36.53966522216797,4.0666,0.017089,7609597000575.82,0.2190322580645161,38.36219787597656,36.53966522216797,38.36220550537109,38.264408111572266
2020-01-09,38.264408111572266,-0.105351170897094,-7.948900431906819,-0.3520922675785253,-4.952868337925541,1349221580.0,38.36220550537109,4.0738,0.017089,7609597000575.82,0.2203225806451612,38.26440048217773,38.36220550537109,38.264408111572266,38.326637268066406
2020-01-10,38.326637268066406,-0.105351170897094,-7.948900431906819,-0.3520922675785253,-4.952868337925541,1349221580.0,38.264408111572266,4.0739,0.017089,7609597000575.82,0.2216129032258064,38.32664108276367,38.264408111572266,38.326637268066406,38.326637268066406
2020-01-11,38.326637268066406,-0.105351170897094,-7.948900431906819,-0.3520922675785253,-4.952868337925541,1349221580.0,38.326637268066406,4.0927,0.017089,7609597000575.82,0.2229032258064516,38.79783503214518,38.326637268066406,38.326637268066406,38.326637268066406
2020-01-12,38.326637268066406,-0.105351170897094,-7.948900431906819,-0.3520922675785253,-4.952868337925541,1349221580.0,38.326637268066406,4.1115,0.017089,7609597000575.82,0.2241935483870967,39.269028981526695,38.326637268066406,38.326637268066406,39.74021911621094
2020-01-13,39.74021911621094,-0.105351170897094,-7.948900431906819,-0.3520922675785253,-4.952868337925541,1349221580.0,38.326637268066406,4.1303,0.017089,7609597000575.82,0.2254838709677419,39.7402229309082,38.326637268066406,39.74021911621094,39.34015274047852
2020-01-14,39.34015274047852,-0.105351170897094,-7.948900431906819,-0.3520922675785253,-4.952868337925541,1349221580.0,39.74021911621094,4.1437,0.017089,7609597000575.82,0.2267741935483871,39.340145111083984,39.74021911621094,39.34015274047852,39.95358657836914
2020-01-15,39.95358657836914,-0.105351170897094,-7.948900431906819,-0.3520922675785253,-4.952868337925541,1349221580.0,39.34015274047852,4.1616,0.017089,7609597000575.82,0.2280645161290322,39.953590393066406,39.34015274047852,39.95358657836914,39.38460159301758
