,Preço,ROA,ROE,Margem Líquida,P/L,VP,Preço_anterior,TaxaCambio,Selic,PIB,IPCA,Original_Close,Preço_feature,Close_Feature,Close_Target
2020-01-02,9.915388107299805,0.0602248504253402,2.749260927832246,0.1262071738909168,3.585927698672794,1380114547.0,9.915388107299805,4.0207,0.017089,7609597000575.82,0.2112903225806451,9.882617950439451,9.915388107299805,9.915388107299805,9.841140747070312
2020-01-03,9.841140747070312,0.0602248504253402,2.749260927832246,0.1262071738909168,3.585927698672794,1380114547.0,9.915388107299805,4.0516,0.017089,7609597000575.82,0.2125806451612903,9.80861759185791,9.915388107299805,9.841140747070312,9.841140747070312
2020-01-04,9.841140747070312,0.0602248504253402,2.749260927832246,0.1262071738909168,3.585927698672794,1380114547.0,9.841140747070312,4.052666666666666,0.017089,7609597000575.82,0.2138709677419354,9.727888425191244,9.841140747070312,9.841140747070312,9.841140747070312
2020-01-05,9.841140747070312,0.0602248504253402,2.749260927832246,0.1262071738909168,3.585927698672794,1380114547.0,9.841140747070312,4.053733333333334,0.017089,7609597000575.82,0.2151612903225806,9.647159258524576,9.841140747070312,9.841140747070312,9.598150253295898
2020-01-06,9.598150253295898,0.0602248504253402,2.749260927832246,0.1262071738909168,3.585927698672794,1380114547.0,9.841140747070312,4.0548,0.017089,7609597000575.82,0.2164516129032258,9.56643009185791,9.841140747070312,9.598150253295898,9.598150253295898
2020-01-07,9.598150253295898,0.0602248504253402,2.749260927832246,0.1262071738909168,3.585927698672794,1380114547.0,9.598150253295898,4.0835,0.017089,7609597000575.82,0.2177419354838709,9.56643009185791,9.598150253295898,9.598150253295898,9.584649085998535
2020-01-08,9.584649085998535,0.0602248504253402,2.749260927832246,0.1262071738909168,3.585927698672794,1380114547.0,9.598150253295898,4.0666,0.017089,7609597000575.82,0.2190322580645161,9.552974700927734,9.598150253295898,9.584649085998535,9.483404159545898
2020-01-09,9.483404159545898,0.0602248504253402,2.749260927832246,0.1262071738909168,3.585927698672794,1380114547.0,9.584649085998535,4.0738,0.017089,7609597000575.82,0.2203225806451612,9.452062606811523,9.584649085998535,9.483404159545898,9.591400146484377
2020-01-10,9.591400146484377,0.0602248504253402,2.749260927832246,0.1262071738909168,3.585927698672794,1380114547.0,9.483404159545898,4.0739,0.017089,7609597000575.82,0.2216129032258064,9.559701919555664,9.483404159545898,9.591400146484377,9.591400146484377
2020-01-11,9.591400146484377,0.0602248504253402,2.749260927832246,0.1262071738909168,3.585927698672794,1380114547.0,9.591400146484377,4.0927,0.017089,7609597000575.82,0.2229032258064516,9.75255521138509,9.591400146484377,9.591400146484377,9.591400146484377
2020-01-12,9.591400146484377,0.0602248504253402,2.749260927832246,0.1262071738909168,3.585927698672794,1380114547.0,9.591400146484377,4.1115,0.017089,7609597000575.82,0.2241935483870967,9.945408503214518,9.591400146484377,9.591400146484377,10.171878814697266
2020-01-13,10.171878814697266,0.0602248504253402,2.749260927832246,0.1262071738909168,3.585927698672794,1380114547.0,9.591400146484377,4.1303,0.017089,7609597000575.82,0.2254838709677419,10.138261795043944,9.591400146484377,10.171878814697266,10.009883880615234
2020-01-14,10.009883880615234,0.0602248504253402,2.749260927832246,0.1262071738909168,3.585927698672794,1380114547.0,10.171878814697266,4.1437,0.017089,7609597000575.82,0.2267741935483871,9.97680377960205,10.171878814697266,10.009883880615234,9.87489128112793
2020-01-15,9.87489128112793,0.0602248504253402,2.749260927832246,0.1262071738909168,3.585927698672794,1380114547.0,10.009883880615234,4.1616,0.017089,7609597000575.82,0.2280645161290322,9.842254638671877,10.009883880615234,9.87489128112793,9.96263599395752
2020-01-16,9.96263599395752,0.0602248504253402,2.749260927832246,0.1262071738909168,3.585927698672794,1380114547.0,9.87489128112793,4.172,0.017089,7609597000575.82,0.2293548387096774,9.929712295532228,9.87489128112793,9.96263599395752,9.97613525390625
2020-01-17,9.97613525390625,0.0602248504253402,2.749260927832246,0.1262071738909168,3.585927698672794,1380114547.0,9.96263599395752,4.1831,0.017089,7609597000575.82,0.2306451612903226,9.943164825439451,9.96263599395752,9.97613525390625,9.97613525390625
2020-01-18,9.97613525390625,0.0602248504253402,2.749260927832246,0.1262071738909168,3.585927698672794,1380114547.0,9.97613525390625,4.182833333333333,0.017089,7609597000575.82,0.2319354838709677,10.014925003051756,9.97613525390625,9.97613525390625,9.97613525390625
2020-01-19,9.97613525390625,0.0602248504253402,2.749260927832246,0.1262071738909168,3.585927698672794,1380114547.0,9.97613525390625,4.182566666666666,0.017089,7609597000575.82,0.2332258064516129,10.086685180664062,9.97613525390625,9.97613525390625,10.19212818145752
2020-01-20,10.19212818145752,0.0602248504253402,2.749260927832246,0.1262071738909168,3.585927698672794,1380114547.0,9.97613525390625,4.1823,0.017089,7609597000575.82,0.234516129032258,10.158445358276367,9.97613525390625,10.19212818145752,9.895139694213867
2020-01-21,9.895139694213867,0.0602248504253402,2.749260927832246,0.1262071738909168,3.585927698672794,1380114547.0,10.19212818145752,4.2008,0.017089,7609597000575.82,0.2358064516129032,9.862436294555664,10.19212818145752,9.895139694213867,10.583614349365234
2020-01-22,10.583614349365234,0.0602248504253402,2.749260927832246,0.1262071738909168,3.585927698672794,1380114547.0,9.895139694213867,4.1883,0.017089,7609597000575.82,0.2370967741935483,10.548636436462402,9.895139694213867,10.583614349365234,10.455367088317873
2020-01-23,10.455367088317873,0.0602248504253402,2.749260927832246,0.1262071738909168,3.585927698672794,1380114547.0,10.583614349365234,4.1656,0.017089,7609597000575.82,0.2383870967741935,10.420814514160156,10.583614349365234,10.455367088317873,10.063882827758787
2020-01-24,10.063882827758787,0.0602248504253402,2.749260927832246,0.1262071738909168,3.585927698672794,1380114547.0,10.455367088317873,4.1763,0.017089,7609597000575.82,0.2396774193548387,10.03062343597412,10.455367088317873,10.063882827758787,10.063882827758787
2020-01-25,10.063882827758787,0.0602248504253402,2.749260927832246,0.1262071738909168,3.585927698672794,1380114547.0,10.063882827758787,4.190533333333334,0.017089,7609597000575.82,0.2409677419354838,9.770495414733885,10.063882827758787,10.063882827758787,10.063882827758787
2020-01-26,10.063882827758787,0.0602248504253402,2.749260927832246,0.1262071738909168,3.585927698672794,1380114547.0,10.063882827758787,4.204766666666667,0.017089,7609597000575.82,0.242258064516129,9.510367393493652,10.063882827758787,10.063882827758787,9.280912399291992
