,Preço,ROA,ROE,Margem Líquida,P/L,VP,Preço_anterior,TaxaCambio,Selic,PIB,IPCA,Original_Close,Preço_feature,Close_Feature,Close_Target
2020-01-02,33.234580993652344,0.0305747482940972,1.7895843886211174,0.0384723471422382,10.374343495650452,848516566.0,33.234580993652344,4.0207,0.017089,7609597000575.82,0.2112903225806451,33.234580993652344,33.234580993652344,33.234580993652344,33.290157318115234
2020-01-03,33.290157318115234,0.0305747482940972,1.7895843886211174,0.0384723471422382,10.374343495650452,848516566.0,33.234580993652344,4.0516,0.017089,7609597000575.82,0.2125806451612903,33.290157318115234,33.234580993652344,33.290157318115234,33.290157318115234
2020-01-04,33.290157318115234,0.0305747482940972,1.7895843886211174,0.0384723471422382,10.374343495650452,848516566.0,33.290157318115234,4.052666666666666,0.017089,7609597000575.82,0.2138709677419354,33.175917307535805,33.290157318115234,33.290157318115234,33.290157318115234
2020-01-05,33.290157318115234,0.0305747482940972,1.7895843886211174,0.0384723471422382,10.374343495650452,848516566.0,33.290157318115234,4.053733333333334,0.017089,7609597000575.82,0.2151612903225806,33.06167729695638,33.290157318115234,33.290157318115234,32.94743728637695
2020-01-06,32.94743728637695,0.0305747482940972,1.7895843886211174,0.0384723471422382,10.374343495650452,848516566.0,33.290157318115234,4.0548,0.017089,7609597000575.82,0.2164516129032258,32.94743728637695,33.290157318115234,32.94743728637695,32.56766891479492
2020-01-07,32.56766891479492,0.0305747482940972,1.7895843886211174,0.0384723471422382,10.374343495650452,848516566.0,32.94743728637695,4.0835,0.017089,7609597000575.82,0.2177419354838709,32.567665100097656,32.94743728637695,32.56766891479492,33.81813430786133
2020-01-08,33.81813430786133,0.0305747482940972,1.7895843886211174,0.0384723471422382,10.374343495650452,848516566.0,32.56766891479492,4.0666,0.017089,7609597000575.82,0.2190322580645161,33.81813430786133,32.56766891479492,33.81813430786133,34.123802185058594
2020-01-09,34.123802185058594,0.0305747482940972,1.7895843886211174,0.0384723471422382,10.374343495650452,848516566.0,33.81813430786133,4.0738,0.017089,7609597000575.82,0.2203225806451612,34.123802185058594,33.81813430786133,34.123802185058594,33.66066360473633
2020-01-10,33.66066360473633,0.0305747482940972,1.7895843886211174,0.0384723471422382,10.374343495650452,848516566.0,34.123802185058594,4.0739,0.017089,7609597000575.82,0.2216129032258064,33.660667419433594,34.123802185058594,33.66066360473633,33.66066360473633
2020-01-11,33.66066360473633,0.0305747482940972,1.7895843886211174,0.0384723471422382,10.374343495650452,848516566.0,33.66066360473633,4.0927,0.017089,7609597000575.82,0.2229032258064516,33.77181879679362,33.66066360473633,33.66066360473633,33.66066360473633
2020-01-12,33.66066360473633,0.0305747482940972,1.7895843886211174,0.0384723471422382,10.374343495650452,848516566.0,33.66066360473633,4.1115,0.017089,7609597000575.82,0.2241935483870967,33.88297017415365,33.66066360473633,33.66066360473633,33.99412536621094
2020-01-13,33.99412536621094,0.0305747482940972,1.7895843886211174,0.0384723471422382,10.374343495650452,848516566.0,33.66066360473633,4.1303,0.017089,7609597000575.82,0.2254838709677419,33.99412155151367,33.66066360473633,33.99412536621094,33.85517883300781
2020-01-14,33.85517883300781,0.0305747482940972,1.7895843886211174,0.0384723471422382,10.374343495650452,848516566.0,33.99412536621094,4.1437,0.017089,7609597000575.82,0.2267741935483871,33.85518264770508,33.99412536621094,33.85517883300781,33.78108215332031
2020-01-15,33.78108215332031,0.0305747482940972,1.7895843886211174,0.0384723471422382,10.374343495650452,848516566.0,33.85517883300781,4.1616,0.017089,7609597000575.82,0.2280645161290322,33.78108215332031,33.85517883300781,33.78108215332031,33.22532272338867
2020-01-16,33.22532272338867,0.0305747482940972,1.7895843886211174,0.0384723471422382,10.374343495650452,848516566.0,33.78108215332031,4.172,0.017089,7609597000575.82,0.2293548387096774,33.22532272338867,33.78108215332031,33.22532272338867,33.114166259765625
2020-01-17,33.114166259765625,0.0305747482940972,1.7895843886211174,0.0384723471422382,10.374343495650452,848516566.0,33.22532272338867,4.1831,0.017089,7609597000575.82,0.2306451612903226,33.114166259765625,33.22532272338867,33.114166259765625,33.114166259765625
2020-01-18,33.114166259765625,0.0305747482940972,1.7895843886211174,0.0384723471422382,10.374343495650452,848516566.0,33.114166259765625,4.182833333333333,0.017089,7609597000575.82,0.2319354838709677,33.206793467203774,33.114166259765625,33.114166259765625,33.114166259765625
2020-01-19,33.114166259765625,0.0305747482940972,1.7895843886211174,0.0384723471422382,10.374343495650452,848516566.0,33.114166259765625,4.182566666666666,0.017089,7609597000575.82,0.2332258064516129,33.29942067464193,33.114166259765625,33.114166259765625,33.39204406738281
2020-01-20,33.39204406738281,0.0305747482940972,1.7895843886211174,0.0384723471422382,10.374343495650452,848516566.0,33.114166259765625,4.1823,0.017089,7609597000575.82,0.234516129032258,33.39204788208008,33.114166259765625,33.39204406738281,32.8177604675293
2020-01-21,32.8177604675293,0.0305747482940972,1.7895843886211174,0.0384723471422382,10.374343495650452,848516566.0,33.39204406738281,4.2008,0.017089,7609597000575.82,0.2358064516129032,32.8177604675293,33.39204406738281,32.8177604675293,32.975223541259766
2020-01-22,32.975223541259766,0.0305747482940972,1.7895843886211174,0.0384723471422382,10.374343495650452,848516566.0,32.8177604675293,4.1883,0.017089,7609597000575.82,0.2370967741935483,32.97522735595703,32.8177604675293,32.975223541259766,32.271263122558594
2020-01-23,32.271263122558594,0.0305747482940972,1.7895843886211174,0.0384723471422382,10.374343495650452,848516566.0,32.975223541259766,4.1656,0.017089,7609597000575.82,0.2383870967741935,32.271263122558594,32.975223541259766,32.271263122558594,31.33572769165039
2020-01-24,31.33572769165039,0.0305747482940972,1.7895843886211174,0.0384723471422382,10.374343495650452,848516566.0,32.271263122558594,4.1763,0.017089,7609597000575.82,0.2396774193548387,31.33572769165039,32.271263122558594,31.33572769165039,31.33572769165039
2020-01-25,31.33572769165039,0.0305747482940972,1.7895843886211174,0.0384723471422382,10.374343495650452,848516566.0,31.33572769165039,4.190533333333334,0.017089,7609597000575.82,0.2409677419354838,30.702775319417317,31.33572769165039,31.33572769165039,31.33572769165039
2020-01-26,31.33572769165039,0.0305747482940972,1.7895843886211174,0.0384723471422382,10.374343495650452,848516566.0,31.33572769165039,4.204766666666667,0.017089,7609597000575.82,0.242258064516129,30.069822947184242,31.33572769165039,31.33572769165039,29.43687057495117
2020-01-27,29.43687057495117,0.0305747482940972,1.7895843886211174,0.0384723471422382,10.374343495650452,848516566.0,31.33572769165039,4.219,0.017089,7609597000575.82,0.2435483870967741,29.43687057495117,31.33572769165039,29.43687057495117,29.047840118408203
2020-01-28,29.047840118408203,0.0305747482940972,1.7895843886211174,0.0384723471422382,10.374343495650452,848516566.0,29.43687057495117,4.2058,0.017089,7609597000575.82,0.2448387096774193,29.04783821105957,29.43687057495117,29.047840118408203,28.807008743286133
