Ticker,Janela,Num Features,CV Avg MAE,CV Avg RMSE,CV Avg R2,Teste MAE,Teste RMSE,Teste R2
CSNA3.SA,3,5,1.2450314946227024,1.5538048886780955,0.6500284231621883,0.4839441262556046,0.5851594593512993,0.9144665647554877
