Ticker,Janela,CV Avg MAE,CV Avg MSE,CV Avg RMSE,CV Avg R2,Teste MAE,Teste MSE,Teste RMSE,Teste R2
PETR4.SA,2,0.3132343850484709,0.20774498298936805,0.40208406942958064,0.8814931314053494,0.34685139539765164,0.21398242862179048,0.4625823479357924,0.9918089279063861
