Ticker,Janela,Num Features,CV Avg MAE,CV Avg RMSE,CV Avg R2,Teste MAE,Teste RMSE,Teste R2
CSNA3.SA,2,8,1.053224619142302,1.2273075189810527,0.6737946489879593,49.92420220243338,49.92748431397333,-629.5523299116236
