Ticker,Janela,CV Avg MAE,CV Avg MSE,CV Avg RMSE,CV Avg R2,Teste MAE,Teste MSE,Teste RMSE,Teste R2
BRFS3.SA,2,0.6260038639471783,0.6692540402260805,0.8070994094315221,0.864935956610346,0.43271236497212234,0.28215442707911403,0.5311821035004041,0.9492110297246353
