Ticker,Janela,CV Avg MAE,CV Avg MSE,CV Avg RMSE,CV Avg R2,Teste MAE,Teste MSE,Teste RMSE,Teste R2
JBSS3.SA,2,0.5149879734690596,0.43069746331436576,0.6349754296766975,0.8129757526915625,0.29930131416010664,0.1527032944032888,0.390772688916829,0.9655228532840633
